"Step","polar-music-6 - train/loss","polar-music-6 - train/loss__MIN","polar-music-6 - train/loss__MAX"
"15664","0.7852","0.7852","0.7852"
"15665","0.7852","0.7852","0.7852"
"15666","0.598","0.598","0.598"
"15669","0.2163","0.2163","0.2163"
"15674","0.7223","0.7223","0.7223"
"15675","0.7223","0.7223","0.7223"
"15676","0.2473","0.2473","0.2473"
"15679","0.8103","0.8103","0.8103"
"15681","0.7508","0.7508","0.7508"
"15685","1.1054","1.1054","1.1054"
"15690","0.6079","0.6079","0.6079"
"15691","0.6079","0.6079","0.6079"
"15695","1.2788","1.2788","1.2788"
"15696","0.8271","0.8271","0.8271"
"15697","0.8271","0.8271","0.8271"
"15701","0.0831","0.0831","0.0831"
"15703","1.105","1.105","1.105"
"15706","1.4066","1.4066","1.4066"
"15711","1.4631","1.4631","1.4631"
"15715","0.5453","0.5453","0.5453"
"15720","0.672","0.672","0.672"
"15721","0.672","0.672","0.672"
"15732","0.2413","0.2413","0.2413"
"15734","0.5254","0.5254","0.5254"
"15737","1.1787","1.1787","1.1787"
"15740","1.3198","1.3198","1.3198"
"15741","1.3198","1.3198","1.3198"
"15742","0.2529","0.2529","0.2529"
"15746","1.1813","1.1813","1.1813"
"15753","0.7218","0.7218","0.7218"
"15755","0.7861","0.7861","0.7861"
"15757","0.9421","0.9421","0.9421"
"15758","1.0154","1.0154","1.0154"
"15759","1.0154","1.0154","1.0154"
"15764","0.7545","0.7545","0.7545"
"15765","0.7545","0.7545","0.7545"
"15766","0.9042","0.9042","0.9042"
"15768","0.8255","0.8255","0.8255"
"15769","0.8255","0.8255","0.8255"
"15772","0.7824","0.7824","0.7824"
"15773","0.7824","0.7824","0.7824"
"15777","0.1088","0.1088","0.1088"
"15778","1.3546","1.3546","1.3546"
"15782","0.7038","0.7038","0.7038"
"15792","0.711","0.711","0.711"
"15794","0.6737","0.6737","0.6737"
"15795","0.6737","0.6737","0.6737"
"15805","0.413","0.413","0.413"
"15808","0.7056","0.7056","0.7056"
"15809","0.7056","0.7056","0.7056"
"15810","0.2646","0.2646","0.2646"
"15830","0.3532","0.3532","0.3532"
"15839","0.8253","0.8253","0.8253"
"15845","0.2371","0.2371","0.2371"
"15846","0.8193","0.8193","0.8193"
"15848","0.6212","0.6212","0.6212"
"15850","0.3497","0.3497","0.3497"
"15851","0.3497","0.3497","0.3497"
"15854","1.411","1.411","1.411"
"15857","0.4384","0.4384","0.4384"
"15858","0.3591","0.3591","0.3591"
"15859","0.3591","0.3591","0.3591"
"15861","0.4735","0.4735","0.4735"
"15862","1.1343","1.1343","1.1343"
"15863","1.1343","1.1343","1.1343"
"15868","0.1399","0.1399","0.1399"
"15871","0.5447","0.5447","0.5447"
"15875","0.1715","0.1715","0.1715"
"15877","0.7987","0.7987","0.7987"
"15879","0.1791","0.1791","0.1791"
"15880","0.8087","0.8087","0.8087"
"15881","0.8087","0.8087","0.8087"
"15882","1.87","1.87","1.87"
"15883","1.87","1.87","1.87"
"15886","0.4968","0.4968","0.4968"
"15889","0.6315","0.6315","0.6315"
"15890","0.273","0.273","0.273"
"15892","0.1349","0.1349","0.1349"
"15893","0.1349","0.1349","0.1349"
"15900","0.401","0.401","0.401"
"15901","0.401","0.401","0.401"
"15902","0.2495","0.2495","0.2495"
"15905","1.4578","1.4578","1.4578"
"15906","0.2292","0.2292","0.2292"
"15910","0.6912","0.6912","0.6912"
"15912","0.0824","0.0824","0.0824"
"15914","0.4465","0.4465","0.4465"
"15916","0.1893","0.1893","0.1893"
"15918","0.4291","0.4291","0.4291"
"15921","0.1421","0.1421","0.1421"
"15923","0.193","0.193","0.193"
"15925","0.2657","0.2657","0.2657"
"15928","0.5527","0.5527","0.5527"
"15930","0.6539","0.6539","0.6539"
"15934","1.1069","1.1069","1.1069"
"15940","0.6601","0.6601","0.6601"
"15944","0.506","0.506","0.506"
"15951","0.9781","0.9781","0.9781"
"15952","0.6181","0.6181","0.6181"
"15953","0.6181","0.6181","0.6181"
"15954","0.661","0.661","0.661"
"15956","1.182","1.182","1.182"
"15958","1.4253","1.4253","1.4253"
"15963","0.7549","0.7549","0.7549"
"15965","0.4314","0.4314","0.4314"
"15966","0.964","0.964","0.964"
"15969","0.026","0.026","0.026"
"15973","0.586","0.586","0.586"
"15976","0.7941","0.7941","0.7941"
"15977","0.7941","0.7941","0.7941"
"15978","0.6246","0.6246","0.6246"
"15984","0.4608","0.4608","0.4608"
"15987","0.9194","0.9194","0.9194"
"15991","0.5528","0.5528","0.5528"
"15993","0.4652","0.4652","0.4652"
"15999","0.4473","0.4473","0.4473"
"16006","1.1551","1.1551","1.1551"
"16008","0.7145","0.7145","0.7145"
"16010","0.1302","0.1302","0.1302"
"16015","1.1037","1.1037","1.1037"
"16016","0.7743","0.7743","0.7743"
"16019","0.4898","0.4898","0.4898"
"16020","0.5405","0.5405","0.5405"
"16028","0.3314","0.3314","0.3314"
"16031","0.8417","0.8417","0.8417"
"16033","0.7184","0.7184","0.7184"
"16034","0.2773","0.2773","0.2773"
"16035","0.2773","0.2773","0.2773"
"16036","0.4172","0.4172","0.4172"
"16040","0.4533","0.4533","0.4533"
"16043","0.5814","0.5814","0.5814"
"16044","0.6457","0.6457","0.6457"
"16047","0.1611","0.1611","0.1611"
"16048","0.1535","0.1535","0.1535"
"16052","0.6918","0.6918","0.6918"
"16053","0.6918","0.6918","0.6918"
"16055","0.2069","0.2069","0.2069"
"16057","0.5171","0.5171","0.5171"
"16058","0.7876","0.7876","0.7876"
"16059","0.7876","0.7876","0.7876"
"16066","0.719","0.719","0.719"
"16070","0.2549","0.2549","0.2549"
"16071","0.2549","0.2549","0.2549"
"16073","1.3078","1.3078","1.3078"
"16076","1.2576","1.2576","1.2576"
"16077","1.2576","1.2576","1.2576"
"16079","0.6889","0.6889","0.6889"
"16080","0.8369","0.8369","0.8369"
"16082","0.3263","0.3263","0.3263"
"16090","0.0519","0.0519","0.0519"
"16094","0.4551","0.4551","0.4551"
"16095","0.4551","0.4551","0.4551"
"16098","0.4552","0.4552","0.4552"
"16100","0.6288","0.6288","0.6288"
"16103","0.1361","0.1361","0.1361"
"16104","1.4764","1.4764","1.4764"
"16105","1.4764","1.4764","1.4764"
"16109","0.1839","0.1839","0.1839"
"16110","1.3857","1.3857","1.3857"
"16111","1.3857","1.3857","1.3857"
"16115","0.3719","0.3719","0.3719"
"16121","0.2509","0.2509","0.2509"
"16124","1.0504","1.0504","1.0504"
"16127","0.4033","0.4033","0.4033"
"16130","1.1239","1.1239","1.1239"
"16131","1.1239","1.1239","1.1239"
"16133","0.1734","0.1734","0.1734"
"16135","0.6474","0.6474","0.6474"
"16136","0.1816","0.1816","0.1816"
"16137","0.1816","0.1816","0.1816"
"16139","1.6813","1.6813","1.6813"
"16142","0.5679","0.5679","0.5679"
"16147","0.2148","0.2148","0.2148"
"16151","0.4712","0.4712","0.4712"
"16157","0.9289","0.9289","0.9289"
"16158","1.3651","1.3651","1.3651"
"16159","1.3651","1.3651","1.3651"
"16168","0.2562","0.2562","0.2562"
"16173","0.4877","0.4877","0.4877"
"16174","0.1352","0.1352","0.1352"
"16178","0.8049","0.8049","0.8049"
"16181","0.2853","0.2853","0.2853"
"16182","0.2691","0.2691","0.2691"
"16187","0.17","0.17","0.17"
"16189","1.0261","1.0261","1.0261"
"16193","0.7426","0.7426","0.7426"
"16196","0.5951","0.5951","0.5951"
"16207","0.3697","0.3697","0.3697"
"16210","0.6658","0.6658","0.6658"
"16211","0.6658","0.6658","0.6658"
"16216","0.5105","0.5105","0.5105"
"16221","0.3452","0.3452","0.3452"
"16224","0.2788","0.2788","0.2788"
"16229","0.03","0.03","0.03"
"16237","0.9356","0.9356","0.9356"
"16239","1.6115","1.6115","1.6115"
"16247","1.05","1.05","1.05"
"16248","1.1537","1.1537","1.1537"
"16253","0.5724","0.5724","0.5724"
"16254","0.9629","0.9629","0.9629"
"16255","0.9629","0.9629","0.9629"
"16257","0.2043","0.2043","0.2043"
"16260","0.2526","0.2526","0.2526"
"16261","0.2526","0.2526","0.2526"
"16265","1.0876","1.0876","1.0876"
"16267","0.97","0.97","0.97"
"16268","0.8411","0.8411","0.8411"
"16274","0.7682","0.7682","0.7682"
"16276","1.2793","1.2793","1.2793"
"16282","0.6056","0.6056","0.6056"
"16283","0.6056","0.6056","0.6056"
"16284","0.5732","0.5732","0.5732"
"16285","0.5732","0.5732","0.5732"
"16286","0.3011","0.3011","0.3011"
"16288","0.351","0.351","0.351"
"16290","0.8834","0.8834","0.8834"
"16292","0.2503","0.2503","0.2503"
"16293","0.2503","0.2503","0.2503"
"16295","0.3484","0.3484","0.3484"
"16297","0.7495","0.7495","0.7495"
"16298","0.4265","0.4265","0.4265"
"16299","0.4265","0.4265","0.4265"
"16300","0.2345","0.2345","0.2345"
"16302","0.4761","0.4761","0.4761"
"16307","0.5881","0.5881","0.5881"
"16308","0.6257","0.6257","0.6257"
"16309","0.6257","0.6257","0.6257"
"16311","0.2091","0.2091","0.2091"
"16316","0.5184","0.5184","0.5184"
"16317","0.5184","0.5184","0.5184"
"16320","0.7844","0.7844","0.7844"
"16322","0.7598","0.7598","0.7598"
"16323","0.7598","0.7598","0.7598"
"16324","0.4108","0.4108","0.4108"
"16326","0.19","0.19","0.19"
"16328","0.3795","0.3795","0.3795"
"16332","0.6226","0.6226","0.6226"
"16333","0.6226","0.6226","0.6226"
"16334","0.8305","0.8305","0.8305"
"16338","0.4448","0.4448","0.4448"
"16344","0.4387","0.4387","0.4387"
"16364","0.1486","0.1486","0.1486"
"16366","0.3824","0.3824","0.3824"
"16368","0.5615","0.5615","0.5615"
"16369","0.5615","0.5615","0.5615"
"16372","0.1784","0.1784","0.1784"
"16374","0.2649","0.2649","0.2649"
"16375","0.2649","0.2649","0.2649"
"16377","0.0655","0.0655","0.0655"
"16379","0.3808","0.3808","0.3808"
"16381","0.1586","0.1586","0.1586"
"16383","0.3303","0.3303","0.3303"
"16384","0.4315","0.4315","0.4315"
"16387","0.7393","0.7393","0.7393"
"16388","0.6456","0.6456","0.6456"
"16392","0.6063","0.6063","0.6063"
"16397","0.7702","0.7702","0.7702"
"16402","0.2495","0.2495","0.2495"
"16404","1.4611","1.4611","1.4611"
"16408","0.3358","0.3358","0.3358"
"16411","0.4225","0.4225","0.4225"
"16414","1.149","1.149","1.149"
"16415","1.149","1.149","1.149"
"16423","0.7818","0.7818","0.7818"
"16429","0.2477","0.2477","0.2477"
"16430","0.9198","0.9198","0.9198"
"16433","0.9229","0.9229","0.9229"
"16434","0.401","0.401","0.401"
"16435","0.401","0.401","0.401"
"16437","0.3192","0.3192","0.3192"
"16439","1.3663","1.3663","1.3663"
"16440","0.3082","0.3082","0.3082"
"16443","0.5339","0.5339","0.5339"
"16445","0.1823","0.1823","0.1823"
"16446","0.5135","0.5135","0.5135"
"16449","0.4114","0.4114","0.4114"
"16451","0.3303","0.3303","0.3303"
"16454","0.7784","0.7784","0.7784"
"16459","0.2599","0.2599","0.2599"
"16461","0.5492","0.5492","0.5492"
"16462","1.2031","1.2031","1.2031"
"16466","0.3405","0.3405","0.3405"
"16469","0.728","0.728","0.728"
"16470","0.4708","0.4708","0.4708"
"16473","0.2086","0.2086","0.2086"
"16476","0.2863","0.2863","0.2863"
"16489","0.1517","0.1517","0.1517"
"16491","1.2358","1.2358","1.2358"
"16496","0.2088","0.2088","0.2088"
"16497","0.2088","0.2088","0.2088"
"16505","0.8008","0.8008","0.8008"
"16512","0.1802","0.1802","0.1802"
"16525","0.9174","0.9174","0.9174"
"16526","0.5138","0.5138","0.5138"
"16528","0.7797","0.7797","0.7797"
"16530","0.9733","0.9733","0.9733"
"16534","1.1551","1.1551","1.1551"
"16540","0.4488","0.4488","0.4488"
"16545","0.8203","0.8203","0.8203"
"16546","0.3888","0.3888","0.3888"
"16547","0.3888","0.3888","0.3888"
"16554","0.5425","0.5425","0.5425"
"16555","0.5425","0.5425","0.5425"
"16557","0.5289","0.5289","0.5289"
"16560","0.6069","0.6069","0.6069"
"16562","0.2912","0.2912","0.2912"
"16565","0.1771","0.1771","0.1771"
"16569","0.0685","0.0685","0.0685"
"16570","1.0517","1.0517","1.0517"
"16571","1.0517","1.0517","1.0517"
"16573","1.283","1.283","1.283"
"16576","0.6862","0.6862","0.6862"
"16579","0.7739","0.7739","0.7739"
"16581","0.7571","0.7571","0.7571"
"16582","0.5127","0.5127","0.5127"
"16584","0.1511","0.1511","0.1511"
"16588","0.8619","0.8619","0.8619"
"16590","0.3857","0.3857","0.3857"
"16591","0.3857","0.3857","0.3857"
"16597","0.536","0.536","0.536"
"16600","0.3674","0.3674","0.3674"
"16604","1.0649","1.0649","1.0649"
"16610","1.23","1.23","1.23"
"16611","1.23","1.23","1.23"
"16617","0.1881","0.1881","0.1881"
"16620","0.2002","0.2002","0.2002"
"16621","0.2002","0.2002","0.2002"
"16623","0.7376","0.7376","0.7376"
"16624","1.0724","1.0724","1.0724"
"16627","0.5883","0.5883","0.5883"
"16629","0.8322","0.8322","0.8322"
"16632","0.4861","0.4861","0.4861"
"16637","0.8644","0.8644","0.8644"
"16643","0.1034","0.1034","0.1034"
"16644","0.6031","0.6031","0.6031"
"16650","0.7545","0.7545","0.7545"
"16651","0.7545","0.7545","0.7545"
"16652","1.4038","1.4038","1.4038"
"16653","1.4038","1.4038","1.4038"
"16655","0.4517","0.4517","0.4517"
"16656","1.5137","1.5137","1.5137"
"16660","0.3425","0.3425","0.3425"
"16661","0.3425","0.3425","0.3425"
"16664","0.9795","0.9795","0.9795"
"16666","0.2683","0.2683","0.2683"
"16669","0.5467","0.5467","0.5467"
"16671","0.1712","0.1712","0.1712"
"16673","0.7553","0.7553","0.7553"
"16678","1.0188","1.0188","1.0188"
"16688","1.1177","1.1177","1.1177"
"16691","0.9962","0.9962","0.9962"
"16698","0.9942","0.9942","0.9942"
"16703","1.025","1.025","1.025"
"16706","1.3332","1.3332","1.3332"
"16712","0.236","0.236","0.236"
"16715","1.0032","1.0032","1.0032"
"16716","0.8523","0.8523","0.8523"
"16717","0.8523","0.8523","0.8523"
"16721","1.3031","1.3031","1.3031"
"16724","1.3965","1.3965","1.3965"
"16727","0.7354","0.7354","0.7354"
"16730","0.4638","0.4638","0.4638"
"16731","0.4638","0.4638","0.4638"
"16732","0.311","0.311","0.311"
"16734","0.3176","0.3176","0.3176"
"16735","0.3176","0.3176","0.3176"
"16744","0.6487","0.6487","0.6487"
"16746","0.5286","0.5286","0.5286"
"16747","0.5286","0.5286","0.5286"
"16748","0.8094","0.8094","0.8094"
"16749","0.8094","0.8094","0.8094"
"16752","1.3643","1.3643","1.3643"
"16753","1.3643","1.3643","1.3643"
"16761","0.5594","0.5594","0.5594"
"16762","0.8672","0.8672","0.8672"
"16763","0.8672","0.8672","0.8672"
"16768","1.4967","1.4967","1.4967"
"16772","0.3507","0.3507","0.3507"
"16773","0.3507","0.3507","0.3507"
"16776","0.5337","0.5337","0.5337"
"16779","0.7716","0.7716","0.7716"
"16780","0.8877","0.8877","0.8877"
"16784","1.1503","1.1503","1.1503"
"16788","0.866","0.866","0.866"
"16792","0.6288","0.6288","0.6288"
"16794","0.6857","0.6857","0.6857"
"16796","0.4087","0.4087","0.4087"
"16797","0.4087","0.4087","0.4087"
"16799","0.3095","0.3095","0.3095"
"16804","0.0994","0.0994","0.0994"
"16806","1.0945","1.0945","1.0945"
"16807","1.0945","1.0945","1.0945"
"16810","0.4465","0.4465","0.4465"
"16813","0.4118","0.4118","0.4118"
"16815","0.9534","0.9534","0.9534"
"16816","0.7059","0.7059","0.7059"
"16818","0.383","0.383","0.383"
"16821","0.2094","0.2094","0.2094"
"16825","1.2308","1.2308","1.2308"
"16826","0.1958","0.1958","0.1958"
"16827","0.1958","0.1958","0.1958"
"16828","0.1783","0.1783","0.1783"
"16833","0.4172","0.4172","0.4172"
"16837","0.5612","0.5612","0.5612"
"16842","0.2585","0.2585","0.2585"
"16851","1.3872","1.3872","1.3872"
"16853","0.2207","0.2207","0.2207"
"16854","0.8956","0.8956","0.8956"
"16856","0.6296","0.6296","0.6296"
"16871","0.2369","0.2369","0.2369"
"16872","0.3997","0.3997","0.3997"
"16875","0.836","0.836","0.836"
"16878","0.4135","0.4135","0.4135"
"16884","1.1735","1.1735","1.1735"
"16888","0.3838","0.3838","0.3838"
"16889","0.3838","0.3838","0.3838"
"16890","0.4066","0.4066","0.4066"
"16891","0.4066","0.4066","0.4066"
"16893","1.0284","1.0284","1.0284"
"16897","0.5502","0.5502","0.5502"
"16898","0.3877","0.3877","0.3877"
"16900","0.449","0.449","0.449"
"16904","0.2448","0.2448","0.2448"
"16910","0.0584","0.0584","0.0584"
"16921","0.6161","0.6161","0.6161"
"16923","0.6456","0.6456","0.6456"
"16927","0.3561","0.3561","0.3561"
"16930","0.7343","0.7343","0.7343"
"16931","0.7343","0.7343","0.7343"
"16932","0.3557","0.3557","0.3557"
"16933","0.3557","0.3557","0.3557"
"16935","0.9636","0.9636","0.9636"
"16937","0.3181","0.3181","0.3181"
"16939","0.755","0.755","0.755"
"16949","0.7337","0.7337","0.7337"
"16954","0.582","0.582","0.582"
"16961","0.1761","0.1761","0.1761"
"16962","0.8484","0.8484","0.8484"
"16963","0.8484","0.8484","0.8484"
"16971","0.9203","0.9203","0.9203"
"16976","1.0617","1.0617","1.0617"
"16978","0.3783","0.3783","0.3783"
"16979","0.3783","0.3783","0.3783"
"16984","0.3904","0.3904","0.3904"
"16994","0.5477","0.5477","0.5477"
"16996","0.7175","0.7175","0.7175"
"17001","0.029","0.029","0.029"
"17004","0.4056","0.4056","0.4056"
"17008","0.5042","0.5042","0.5042"
"17011","0.2467","0.2467","0.2467"
"17012","0.7724","0.7724","0.7724"
"17014","1.0366","1.0366","1.0366"
"17015","1.0366","1.0366","1.0366"
"17023","0.6589","0.6589","0.6589"
"17028","0.5616","0.5616","0.5616"
"17030","1.366","1.366","1.366"
"17032","0.2226","0.2226","0.2226"
"17036","0.4127","0.4127","0.4127"
"17040","0.9948","0.9948","0.9948"
"17041","0.9948","0.9948","0.9948"
"17043","0.5964","0.5964","0.5964"
"17045","0.484","0.484","0.484"
"17047","0.0642","0.0642","0.0642"
"17048","0.6379","0.6379","0.6379"
"17049","0.6379","0.6379","0.6379"
"17050","0.7353","0.7353","0.7353"
"17052","0.9404","0.9404","0.9404"
"17054","0.9769","0.9769","0.9769"
"17056","0.4123","0.4123","0.4123"
"17058","0.4274","0.4274","0.4274"
"17059","0.4274","0.4274","0.4274"
"17062","1.1432","1.1432","1.1432"
"17064","0.8782","0.8782","0.8782"
"17068","1.0829","1.0829","1.0829"
"17070","0.0783","0.0783","0.0783"
"17071","0.0783","0.0783","0.0783"
"17072","1.8171","1.8171","1.8171"
"17075","0.9525","0.9525","0.9525"
"17076","0.2917","0.2917","0.2917"
"17079","1.3474","1.3474","1.3474"
"17081","0.4026","0.4026","0.4026"
"17084","0.4585","0.4585","0.4585"
"17086","0.2101","0.2101","0.2101"
"17090","0.3544","0.3544","0.3544"
"17092","0.2947","0.2947","0.2947"
"17097","0.7351","0.7351","0.7351"
"17098","1.1234","1.1234","1.1234"
"17101","0.4343","0.4343","0.4343"
"17104","0.1103","0.1103","0.1103"
"17109","0.2582","0.2582","0.2582"
"17112","0.2768","0.2768","0.2768"
"17113","0.2768","0.2768","0.2768"
"17116","0.8377","0.8377","0.8377"
"17119","0.8319","0.8319","0.8319"
"17121","0.8677","0.8677","0.8677"
"17123","0.174","0.174","0.174"
"17129","0.1707","0.1707","0.1707"
"17131","1.3949","1.3949","1.3949"
"17136","0.6347","0.6347","0.6347"
"17137","0.6347","0.6347","0.6347"
"17138","0.3607","0.3607","0.3607"
"17143","0.6615","0.6615","0.6615"
"17147","0.9009","0.9009","0.9009"
"17148","0.2674","0.2674","0.2674"
"17150","0.5621","0.5621","0.5621"
"17153","1.222","1.222","1.222"
"17154","0.2851","0.2851","0.2851"
"17157","0.7003","0.7003","0.7003"
"17160","0.4349","0.4349","0.4349"
"17161","0.4349","0.4349","0.4349"
"17162","0.583","0.583","0.583"
"17163","0.583","0.583","0.583"
"17166","0.2109","0.2109","0.2109"
"17172","0.908","0.908","0.908"
"17175","0.6316","0.6316","0.6316"
"17184","0.0367","0.0367","0.0367"
"17187","0.4153","0.4153","0.4153"
"17192","0.7127","0.7127","0.7127"
"17195","1.2296","1.2296","1.2296"
"17198","0.5514","0.5514","0.5514"
"17199","0.5514","0.5514","0.5514"
"17200","0.7392","0.7392","0.7392"
"17203","0.2703","0.2703","0.2703"
"17204","0.7246","0.7246","0.7246"
"17206","0.761","0.761","0.761"
"17208","1.287","1.287","1.287"
"17209","1.287","1.287","1.287"
"17210","0.8897","0.8897","0.8897"
"17211","0.8897","0.8897","0.8897"
"17217","0.537","0.537","0.537"
"17219","0.6672","0.6672","0.6672"
"17221","1.1458","1.1458","1.1458"
"17223","0.3346","0.3346","0.3346"
"17227","0.9664","0.9664","0.9664"
"17229","0.9684","0.9684","0.9684"
"17232","1.1402","1.1402","1.1402"
"17233","1.1402","1.1402","1.1402"
"17234","1.2654","1.2654","1.2654"
"17236","0.3158","0.3158","0.3158"
"17238","0.3262","0.3262","0.3262"
"17241","1.0044","1.0044","1.0044"
"17243","0.6245","0.6245","0.6245"
"17245","0.6292","0.6292","0.6292"
"17251","0.1894","0.1894","0.1894"
"17257","0.3453","0.3453","0.3453"
"17258","0.4089","0.4089","0.4089"
"17261","0.957","0.957","0.957"
"17264","0.3551","0.3551","0.3551"
"17266","0.2194","0.2194","0.2194"
"17269","0.1899","0.1899","0.1899"
"17270","0.7332","0.7332","0.7332"
"17271","0.7332","0.7332","0.7332"
"17277","0.559","0.559","0.559"
"17280","1.5191","1.5191","1.5191"
"17281","1.5191","1.5191","1.5191"
"17291","0.3124","0.3124","0.3124"
"17295","1.0717","1.0717","1.0717"
"17296","0.2684","0.2684","0.2684"
"17297","0.2684","0.2684","0.2684"
"17300","0.5581","0.5581","0.5581"
"17301","0.5581","0.5581","0.5581"
"17303","1.0156","1.0156","1.0156"
"17305","0.6825","0.6825","0.6825"
"17309","0.3173","0.3173","0.3173"
"17314","0.4582","0.4582","0.4582"
"17319","1.1977","1.1977","1.1977"
"17321","1.1387","1.1387","1.1387"
"17322","0.9556","0.9556","0.9556"
"17323","0.9556","0.9556","0.9556"
"17339","1.4499","1.4499","1.4499"
"17341","1.0434","1.0434","1.0434"
"17345","0.2386","0.2386","0.2386"
"17346","0.3243","0.3243","0.3243"
"17349","0.0956","0.0956","0.0956"
"17351","0.8282","0.8282","0.8282"
"17352","1.0501","1.0501","1.0501"
"17363","0.9752","0.9752","0.9752"
"17365","0.6369","0.6369","0.6369"
"17367","0.9008","0.9008","0.9008"
"17369","0.3474","0.3474","0.3474"
"17375","0.8086","0.8086","0.8086"
"17379","0.4621","0.4621","0.4621"
"17380","0.3777","0.3777","0.3777"
"17383","0.5655","0.5655","0.5655"
"17391","0.1884","0.1884","0.1884"
"17393","0.1076","0.1076","0.1076"
"17395","0.3962","0.3962","0.3962"
"17397","0.2727","0.2727","0.2727"
"17398","0.8456","0.8456","0.8456"
"17399","0.8456","0.8456","0.8456"
"17403","1.5704","1.5704","1.5704"
"17406","0.873","0.873","0.873"
"17408","0.5088","0.5088","0.5088"
"17411","0.8591","0.8591","0.8591"
"17413","0.3312","0.3312","0.3312"
"17414","0.5025","0.5025","0.5025"
"17416","0.8551","0.8551","0.8551"
"17418","0.338","0.338","0.338"
"17421","0.8334","0.8334","0.8334"
"17426","0.3061","0.3061","0.3061"
"17427","0.3061","0.3061","0.3061"
"17432","0.509","0.509","0.509"
"17433","0.509","0.509","0.509"
"17437","0.3543","0.3543","0.3543"
"17438","0.8149","0.8149","0.8149"
"17439","0.8149","0.8149","0.8149"
"17440","0.5518","0.5518","0.5518"
"17447","0.8833","0.8833","0.8833"
"17448","0.4027","0.4027","0.4027"
"17449","0.4027","0.4027","0.4027"
"17450","0.3052","0.3052","0.3052"
"17452","0.6613","0.6613","0.6613"
"17453","0.6613","0.6613","0.6613"
"17454","0.3482","0.3482","0.3482"
"17455","0.3482","0.3482","0.3482"
"17462","0.6524","0.6524","0.6524"
"17463","0.6524","0.6524","0.6524"
"17473","0.7275","0.7275","0.7275"
"17476","0.3407","0.3407","0.3407"
"17477","0.3407","0.3407","0.3407"
"17479","0.4101","0.4101","0.4101"
"17482","0.6458","0.6458","0.6458"
"17485","1.2126","1.2126","1.2126"
"17495","0.343","0.343","0.343"
"17497","0.4331","0.4331","0.4331"
"17507","1.5908","1.5908","1.5908"
"17508","0.7379","0.7379","0.7379"
"17522","1.3821","1.3821","1.3821"
"17528","0.8413","0.8413","0.8413"
"17529","0.8413","0.8413","0.8413"
"17530","0.2465","0.2465","0.2465"
"17532","0.0834","0.0834","0.0834"
"17535","0.9144","0.9144","0.9144"
"17536","0.1361","0.1361","0.1361"
"17538","1.0877","1.0877","1.0877"
"17540","1.0187","1.0187","1.0187"
"17542","0.7655","0.7655","0.7655"
"17549","0.2674","0.2674","0.2674"
"17552","0.7636","0.7636","0.7636"
"17553","0.7636","0.7636","0.7636"
"17555","1.0856","1.0856","1.0856"
"17562","0.3991","0.3991","0.3991"
"17565","0.5598","0.5598","0.5598"
"17567","0.6238","0.6238","0.6238"
"17568","0.3803","0.3803","0.3803"
"17572","0.1332","0.1332","0.1332"
"17573","0.1332","0.1332","0.1332"
"17574","0.1326","0.1326","0.1326"
"17576","0.5128","0.5128","0.5128"
"17580","0.3017","0.3017","0.3017"
"17581","0.3017","0.3017","0.3017"
"17583","1.3133","1.3133","1.3133"
"17587","0.9219","0.9219","0.9219"
"17588","1.3446","1.3446","1.3446"
"17590","0.752","0.752","0.752"
"17593","0.3381","0.3381","0.3381"
"17595","1.0028","1.0028","1.0028"
"17597","0.3418","0.3418","0.3418"
"17598","0.487","0.487","0.487"
"17600","0.3116","0.3116","0.3116"
"17601","0.3116","0.3116","0.3116"
"17602","0.6217","0.6217","0.6217"
"17605","0.223","0.223","0.223"
"17606","1.2579","1.2579","1.2579"
"17610","1.3264","1.3264","1.3264"
"17612","0.4437","0.4437","0.4437"
"17619","0.2773","0.2773","0.2773"
"17621","1.3826","1.3826","1.3826"
"17625","0.4615","0.4615","0.4615"
"17626","0.3287","0.3287","0.3287"
"17629","1.1048","1.1048","1.1048"
"17630","0.4399","0.4399","0.4399"
"17633","0.7771","0.7771","0.7771"
"17634","0.6805","0.6805","0.6805"
"17636","0.6261","0.6261","0.6261"
"17641","0.5258","0.5258","0.5258"
"17652","0.9237","0.9237","0.9237"
"17654","0.3096","0.3096","0.3096"
"17660","0.7153","0.7153","0.7153"
"17665","0.8687","0.8687","0.8687"
"17668","0.6759","0.6759","0.6759"
"17669","0.6759","0.6759","0.6759"
"17670","0.7642","0.7642","0.7642"
"17675","1.0621","1.0621","1.0621"
"17679","0.249","0.249","0.249"
"17689","0.4682","0.4682","0.4682"
"17691","0.2848","0.2848","0.2848"
"17693","0.8653","0.8653","0.8653"
"17699","0.9585","0.9585","0.9585"
"17701","0.8735","0.8735","0.8735"
"17705","0.4141","0.4141","0.4141"
"17707","0.4584","0.4584","0.4584"
"17709","0.2705","0.2705","0.2705"
"17713","0.6822","0.6822","0.6822"
"17714","1.1173","1.1173","1.1173"
"17718","0.4602","0.4602","0.4602"
"17720","0.7829","0.7829","0.7829"
"17724","1.3885","1.3885","1.3885"
"17728","0.6492","0.6492","0.6492"
"17731","0.2157","0.2157","0.2157"
"17732","0.1984","0.1984","0.1984"
"17733","0.1984","0.1984","0.1984"
"17734","0.5071","0.5071","0.5071"
"17736","0.331","0.331","0.331"
"17740","0.9246","0.9246","0.9246"
"17748","0.5955","0.5955","0.5955"
"17749","0.5955","0.5955","0.5955"
