"Step","polar-music-6 - train/loss","polar-music-6 - train/loss__MIN","polar-music-6 - train/loss__MAX"
"6617","1.4716","1.4716","1.4716"
"6619","0.4861","0.4861","0.4861"
"6620","0.3055","0.3055","0.3055"
"6622","0.8999","0.8999","0.8999"
"6623","0.8999","0.8999","0.8999"
"6624","1.5606","1.5606","1.5606"
"6625","1.5606","1.5606","1.5606"
"6634","0.6408","0.6408","0.6408"
"6635","0.6408","0.6408","0.6408"
"6636","0.1764","0.1764","0.1764"
"6639","0.9039","0.9039","0.9039"
"6642","0.6391","0.6391","0.6391"
"6644","0.8921","0.8921","0.8921"
"6646","1.1955","1.1955","1.1955"
"6647","1.1955","1.1955","1.1955"
"6648","1.0313","1.0313","1.0313"
"6649","1.0313","1.0313","1.0313"
"6654","0.545","0.545","0.545"
"6657","0.1465","0.1465","0.1465"
"6659","0.4866","0.4866","0.4866"
"6661","0.4154","0.4154","0.4154"
"6663","0.9334","0.9334","0.9334"
"6665","0.7673","0.7673","0.7673"
"6666","0.5636","0.5636","0.5636"
"6669","1.15","1.15","1.15"
"6673","0.9781","0.9781","0.9781"
"6680","1.265","1.265","1.265"
"6682","0.2565","0.2565","0.2565"
"6683","0.2565","0.2565","0.2565"
"6685","0.3838","0.3838","0.3838"
"6686","0.4381","0.4381","0.4381"
"6687","0.4381","0.4381","0.4381"
"6688","0.7251","0.7251","0.7251"
"6691","0.9117","0.9117","0.9117"
"6701","0.6357","0.6357","0.6357"
"6702","0.3691","0.3691","0.3691"
"6705","0.5265","0.5265","0.5265"
"6707","0.3279","0.3279","0.3279"
"6708","1.2804","1.2804","1.2804"
"6716","0.1502","0.1502","0.1502"
"6718","1.0743","1.0743","1.0743"
"6722","0.3272","0.3272","0.3272"
"6724","0.9832","0.9832","0.9832"
"6729","0.5147","0.5147","0.5147"
"6730","0.7236","0.7236","0.7236"
"6731","0.7236","0.7236","0.7236"
"6738","0.3489","0.3489","0.3489"
"6741","0.729","0.729","0.729"
"6743","1.5422","1.5422","1.5422"
"6744","1.153","1.153","1.153"
"6745","1.153","1.153","1.153"
"6749","0.7935","0.7935","0.7935"
"6751","0.9077","0.9077","0.9077"
"6755","0.8168","0.8168","0.8168"
"6756","0.4517","0.4517","0.4517"
"6757","0.4517","0.4517","0.4517"
"6758","0.2532","0.2532","0.2532"
"6759","0.2532","0.2532","0.2532"
"6760","0.5441","0.5441","0.5441"
"6762","0.7854","0.7854","0.7854"
"6771","0.0874","0.0874","0.0874"
"6773","0.4693","0.4693","0.4693"
"6784","0.1696","0.1696","0.1696"
"6785","0.1696","0.1696","0.1696"
"6790","1.1191","1.1191","1.1191"
"6791","1.1191","1.1191","1.1191"
"6792","0.5807","0.5807","0.5807"
"6794","0.8462","0.8462","0.8462"
"6795","0.8462","0.8462","0.8462"
"6796","0.5145","0.5145","0.5145"
"6799","0.0704","0.0704","0.0704"
"6802","0.515","0.515","0.515"
"6803","0.515","0.515","0.515"
"6804","0.9012","0.9012","0.9012"
"6805","0.9012","0.9012","0.9012"
"6808","1.1286","1.1286","1.1286"
"6810","0.3933","0.3933","0.3933"
"6816","0.2427","0.2427","0.2427"
"6821","0.734","0.734","0.734"
"6827","0.2916","0.2916","0.2916"
"6832","0.9338","0.9338","0.9338"
"6833","0.9338","0.9338","0.9338"
"6837","0.4954","0.4954","0.4954"
"6839","0.9009","0.9009","0.9009"
"6841","0.0968","0.0968","0.0968"
"6843","0.5066","0.5066","0.5066"
"6846","1.0285","1.0285","1.0285"
"6848","1.3558","1.3558","1.3558"
"6851","1.1179","1.1179","1.1179"
"6854","0.6233","0.6233","0.6233"
"6857","1.0419","1.0419","1.0419"
"6861","1.0714","1.0714","1.0714"
"6871","0.5146","0.5146","0.5146"
"6872","0.6919","0.6919","0.6919"
"6873","0.6919","0.6919","0.6919"
"6876","0.5422","0.5422","0.5422"
"6877","0.5422","0.5422","0.5422"
"6882","1.2588","1.2588","1.2588"
"6885","0.7109","0.7109","0.7109"
"6888","0.2125","0.2125","0.2125"
"6889","0.2125","0.2125","0.2125"
"6893","0.5603","0.5603","0.5603"
"6895","0.895","0.895","0.895"
"6898","0.405","0.405","0.405"
"6901","0.5175","0.5175","0.5175"
"6903","1.1038","1.1038","1.1038"
"6904","1.3618","1.3618","1.3618"
"6906","1.522","1.522","1.522"
"6907","1.522","1.522","1.522"
"6908","0.8784","0.8784","0.8784"
"6910","0.4579","0.4579","0.4579"
"6914","1.4524","1.4524","1.4524"
"6915","1.4524","1.4524","1.4524"
"6917","1.2895","1.2895","1.2895"
"6920","1.4148","1.4148","1.4148"
"6921","1.4148","1.4148","1.4148"
"6922","0.7976","0.7976","0.7976"
"6923","0.7976","0.7976","0.7976"
"6924","0.1941","0.1941","0.1941"
"6925","0.1941","0.1941","0.1941"
"6926","1.2211","1.2211","1.2211"
"6927","1.2211","1.2211","1.2211"
"6928","0.1437","0.1437","0.1437"
"6931","1.1228","1.1228","1.1228"
"6932","0.8011","0.8011","0.8011"
"6937","0.7013","0.7013","0.7013"
"6939","0.1164","0.1164","0.1164"
"6948","0.637","0.637","0.637"
"6953","0.4512","0.4512","0.4512"
"6960","0.8957","0.8957","0.8957"
"6961","0.8957","0.8957","0.8957"
"6963","0.2344","0.2344","0.2344"
"6970","0.4496","0.4496","0.4496"
"6971","0.4496","0.4496","0.4496"
"6974","0.7508","0.7508","0.7508"
"6975","0.7508","0.7508","0.7508"
"6979","0.3848","0.3848","0.3848"
"6984","0.558","0.558","0.558"
"6987","0.8493","0.8493","0.8493"
"6988","0.662","0.662","0.662"
"6990","0.8527","0.8527","0.8527"
"6993","0.1395","0.1395","0.1395"
"6994","0.716","0.716","0.716"
"6995","0.716","0.716","0.716"
"6999","0.3004","0.3004","0.3004"
"7000","1.5352","1.5352","1.5352"
"7002","0.5357","0.5357","0.5357"
"7012","0.531","0.531","0.531"
"7017","0.6562","0.6562","0.6562"
"7019","0.8927","0.8927","0.8927"
"7022","0.3722","0.3722","0.3722"
"7024","0.322","0.322","0.322"
"7029","0.737","0.737","0.737"
"7031","0.6258","0.6258","0.6258"
"7032","0.8832","0.8832","0.8832"
"7037","1.12","1.12","1.12"
"7038","0.4307","0.4307","0.4307"
"7040","1.4178","1.4178","1.4178"
"7044","1.4154","1.4154","1.4154"
"7047","0.6102","0.6102","0.6102"
"7048","0.9205","0.9205","0.9205"
"7049","0.9205","0.9205","0.9205"
"7053","0.5203","0.5203","0.5203"
"7054","1.1843","1.1843","1.1843"
"7059","0.1488","0.1488","0.1488"
"7060","0.9669","0.9669","0.9669"
"7063","0.3019","0.3019","0.3019"
"7069","0.3526","0.3526","0.3526"
"7072","1.0088","1.0088","1.0088"
"7073","1.0088","1.0088","1.0088"
"7074","0.5511","0.5511","0.5511"
"7077","0.6113","0.6113","0.6113"
"7082","0.7931","0.7931","0.7931"
"7083","0.7931","0.7931","0.7931"
"7086","1.4642","1.4642","1.4642"
"7092","0.6227","0.6227","0.6227"
"7095","1.4198","1.4198","1.4198"
"7106","0.1693","0.1693","0.1693"
"7108","0.6325","0.6325","0.6325"
"7113","0.1158","0.1158","0.1158"
"7117","0.4517","0.4517","0.4517"
"7122","0.9534","0.9534","0.9534"
"7127","1.1358","1.1358","1.1358"
"7129","0.3871","0.3871","0.3871"
"7133","0.0931","0.0931","0.0931"
"7135","0.5395","0.5395","0.5395"
"7136","0.646","0.646","0.646"
"7137","0.646","0.646","0.646"
"7139","0.5283","0.5283","0.5283"
"7140","1.4532","1.4532","1.4532"
"7144","1.0288","1.0288","1.0288"
"7145","1.0288","1.0288","1.0288"
"7146","1.3115","1.3115","1.3115"
"7147","1.3115","1.3115","1.3115"
"7148","0.2644","0.2644","0.2644"
"7149","0.2644","0.2644","0.2644"
"7150","0.8042","0.8042","0.8042"
"7159","1.385","1.385","1.385"
"7161","0.716","0.716","0.716"
"7163","0.2277","0.2277","0.2277"
"7164","0.3436","0.3436","0.3436"
"7165","0.3436","0.3436","0.3436"
"7166","0.1964","0.1964","0.1964"
"7171","0.8195","0.8195","0.8195"
"7175","0.3327","0.3327","0.3327"
"7176","0.9622","0.9622","0.9622"
"7177","0.9622","0.9622","0.9622"
"7178","0.996","0.996","0.996"
"7181","0.4218","0.4218","0.4218"
"7189","0.3454","0.3454","0.3454"
"7193","0.8811","0.8811","0.8811"
"7196","0.9851","0.9851","0.9851"
"7200","0.7285","0.7285","0.7285"
"7201","0.7285","0.7285","0.7285"
"7204","0.6125","0.6125","0.6125"
"7206","0.2978","0.2978","0.2978"
"7210","0.2853","0.2853","0.2853"
"7214","1.1482","1.1482","1.1482"
"7216","1.3959","1.3959","1.3959"
"7218","0.8673","0.8673","0.8673"
"7219","0.8673","0.8673","0.8673"
"7220","0.7777","0.7777","0.7777"
"7221","0.7777","0.7777","0.7777"
"7222","0.8875","0.8875","0.8875"
"7225","0.3795","0.3795","0.3795"
"7226","1.5884","1.5884","1.5884"
"7228","0.22","0.22","0.22"
"7229","0.22","0.22","0.22"
"7231","1.1644","1.1644","1.1644"
"7234","0.1052","0.1052","0.1052"
"7238","0.167","0.167","0.167"
"7239","0.167","0.167","0.167"
"7242","0.881","0.881","0.881"
"7245","0.3807","0.3807","0.3807"
"7246","0.7508","0.7508","0.7508"
"7248","0.4196","0.4196","0.4196"
"7251","0.9504","0.9504","0.9504"
"7255","0.5971","0.5971","0.5971"
"7257","0.6043","0.6043","0.6043"
"7259","1.6445","1.6445","1.6445"
"7262","0.7979","0.7979","0.7979"
"7263","0.7979","0.7979","0.7979"
"7266","0.4499","0.4499","0.4499"
"7267","0.4499","0.4499","0.4499"
"7272","1.2162","1.2162","1.2162"
"7273","1.2162","1.2162","1.2162"
"7276","1.7894","1.7894","1.7894"
"7278","1.0155","1.0155","1.0155"
"7280","0.496","0.496","0.496"
"7284","1.2505","1.2505","1.2505"
"7289","0.1694","0.1694","0.1694"
"7292","0.8298","0.8298","0.8298"
"7293","0.8298","0.8298","0.8298"
"7294","0.327","0.327","0.327"
"7298","0.4378","0.4378","0.4378"
"7302","0.4602","0.4602","0.4602"
"7310","1.2173","1.2173","1.2173"
"7312","1.1187","1.1187","1.1187"
"7313","1.1187","1.1187","1.1187"
"7315","0.1809","0.1809","0.1809"
"7318","0.5337","0.5337","0.5337"
"7321","0.5609","0.5609","0.5609"
"7327","0.4369","0.4369","0.4369"
"7328","0.6794","0.6794","0.6794"
"7329","0.6794","0.6794","0.6794"
"7333","0.1472","0.1472","0.1472"
"7334","0.51","0.51","0.51"
"7336","1.1476","1.1476","1.1476"
"7338","0.6622","0.6622","0.6622"
"7342","0.4266","0.4266","0.4266"
"7343","0.4266","0.4266","0.4266"
"7344","1.084","1.084","1.084"
"7345","1.084","1.084","1.084"
"7346","0.9094","0.9094","0.9094"
"7351","0.5388","0.5388","0.5388"
"7353","0.9294","0.9294","0.9294"
"7354","0.6466","0.6466","0.6466"
"7355","0.6466","0.6466","0.6466"
"7358","1.1999","1.1999","1.1999"
"7361","0.9086","0.9086","0.9086"
"7366","0.419","0.419","0.419"
"7369","0.4697","0.4697","0.4697"
"7373","0.8471","0.8471","0.8471"
"7374","0.7373","0.7373","0.7373"
"7376","0.6292","0.6292","0.6292"
"7377","0.6292","0.6292","0.6292"
"7383","0.6238","0.6238","0.6238"
"7384","0.7971","0.7971","0.7971"
"7385","0.7971","0.7971","0.7971"
"7386","0.3702","0.3702","0.3702"
"7389","2.2451","2.2451","2.2451"
"7392","1.2423","1.2423","1.2423"
"7393","1.2423","1.2423","1.2423"
"7394","1.1037","1.1037","1.1037"
"7396","0.3504","0.3504","0.3504"
"7398","1.809","1.809","1.809"
"7405","0.3963","0.3963","0.3963"
"7413","0.3629","0.3629","0.3629"
"7415","1.4687","1.4687","1.4687"
"7422","0.5225","0.5225","0.5225"
"7428","0.4487","0.4487","0.4487"
"7432","0.9896","0.9896","0.9896"
"7433","0.9896","0.9896","0.9896"
"7436","1.4241","1.4241","1.4241"
"7437","1.4241","1.4241","1.4241"
"7439","0.2578","0.2578","0.2578"
"7440","1.2236","1.2236","1.2236"
"7441","1.2236","1.2236","1.2236"
"7443","0.2167","0.2167","0.2167"
"7444","0.9844","0.9844","0.9844"
"7445","0.9844","0.9844","0.9844"
"7447","0.1064","0.1064","0.1064"
"7448","1.1153","1.1153","1.1153"
"7449","1.1153","1.1153","1.1153"
"7452","0.4558","0.4558","0.4558"
"7458","0.608","0.608","0.608"
"7462","0.2233","0.2233","0.2233"
"7464","0.5902","0.5902","0.5902"
"7465","0.5902","0.5902","0.5902"
"7466","0.8047","0.8047","0.8047"
"7469","1.5234","1.5234","1.5234"
"7474","1.5385","1.5385","1.5385"
"7480","0.2055","0.2055","0.2055"
"7481","0.2055","0.2055","0.2055"
"7482","0.6053","0.6053","0.6053"
"7483","0.6053","0.6053","0.6053"
"7484","0.7993","0.7993","0.7993"
"7487","0.8973","0.8973","0.8973"
"7489","0.6255","0.6255","0.6255"
"7491","0.0928","0.0928","0.0928"
"7492","0.87","0.87","0.87"
"7498","1.2908","1.2908","1.2908"
"7499","1.2908","1.2908","1.2908"
"7500","0.9883","0.9883","0.9883"
"7503","1.3948","1.3948","1.3948"
"7505","0.3401","0.3401","0.3401"
"7507","0.643","0.643","0.643"
"7508","0.2329","0.2329","0.2329"
"7510","0.6697","0.6697","0.6697"
"7511","0.6697","0.6697","0.6697"
"7516","0.9077","0.9077","0.9077"
"7517","0.9077","0.9077","0.9077"
"7520","0.7495","0.7495","0.7495"
"7521","0.7495","0.7495","0.7495"
"7522","0.7798","0.7798","0.7798"
"7523","0.7798","0.7798","0.7798"
"7524","0.4364","0.4364","0.4364"
"7539","0.5078","0.5078","0.5078"
"7543","0.4872","0.4872","0.4872"
"7544","0.8177","0.8177","0.8177"
"7546","1.2682","1.2682","1.2682"
"7550","0.2552","0.2552","0.2552"
"7555","0.4552","0.4552","0.4552"
"7556","0.3705","0.3705","0.3705"
"7557","0.3705","0.3705","0.3705"
"7558","0.6591","0.6591","0.6591"
"7560","0.3602","0.3602","0.3602"
"7561","0.3602","0.3602","0.3602"
"7562","1.3704","1.3704","1.3704"
"7568","0.2873","0.2873","0.2873"
"7570","0.2113","0.2113","0.2113"
"7571","0.2113","0.2113","0.2113"
"7579","0.9403","0.9403","0.9403"
"7580","0.7616","0.7616","0.7616"
"7581","0.7616","0.7616","0.7616"
"7586","0.4173","0.4173","0.4173"
"7587","0.4173","0.4173","0.4173"
"7588","0.5445","0.5445","0.5445"
"7590","0.395","0.395","0.395"
"7592","0.4654","0.4654","0.4654"
"7595","0.2501","0.2501","0.2501"
"7596","0.3157","0.3157","0.3157"
"7597","0.3157","0.3157","0.3157"
"7598","1.1836","1.1836","1.1836"
"7600","0.2676","0.2676","0.2676"
"7602","0.436","0.436","0.436"
"7605","1.3054","1.3054","1.3054"
"7606","0.2306","0.2306","0.2306"
"7609","0.3284","0.3284","0.3284"
"7615","0.8545","0.8545","0.8545"
"7618","0.7712","0.7712","0.7712"
"7619","0.7712","0.7712","0.7712"
"7621","0.3452","0.3452","0.3452"
"7622","0.9061","0.9061","0.9061"
"7623","0.9061","0.9061","0.9061"
"7624","0.4313","0.4313","0.4313"
"7633","0.9014","0.9014","0.9014"
"7634","0.3674","0.3674","0.3674"
"7635","0.3674","0.3674","0.3674"
"7636","0.7728","0.7728","0.7728"
"7638","0.765","0.765","0.765"
"7641","0.2037","0.2037","0.2037"
"7642","0.7951","0.7951","0.7951"
"7644","0.3707","0.3707","0.3707"
"7652","0.9728","0.9728","0.9728"
"7653","0.9728","0.9728","0.9728"
"7657","0.7562","0.7562","0.7562"
"7661","0.4509","0.4509","0.4509"
"7666","0.4415","0.4415","0.4415"
"7668","0.7583","0.7583","0.7583"
"7671","0.6977","0.6977","0.6977"
"7673","0.2973","0.2973","0.2973"
"7674","0.3218","0.3218","0.3218"
"7677","0.7677","0.7677","0.7677"
"7678","2.0441","2.0441","2.0441"
"7679","2.0441","2.0441","2.0441"
"7683","0.3149","0.3149","0.3149"
"7684","0.7307","0.7307","0.7307"
"7687","0.2517","0.2517","0.2517"
"7689","0.8326","0.8326","0.8326"
"7691","1.3303","1.3303","1.3303"
"7692","0.2348","0.2348","0.2348"
"7696","1.0831","1.0831","1.0831"
"7697","1.0831","1.0831","1.0831"
"7699","0.7876","0.7876","0.7876"
"7701","0.338","0.338","0.338"
"7702","0.3767","0.3767","0.3767"
"7704","0.5955","0.5955","0.5955"
"7707","0.4387","0.4387","0.4387"
"7711","0.2342","0.2342","0.2342"
"7715","0.3455","0.3455","0.3455"
"7719","0.383","0.383","0.383"
"7720","0.4008","0.4008","0.4008"
"7721","0.4008","0.4008","0.4008"
"7722","0.203","0.203","0.203"
"7724","0.7816","0.7816","0.7816"
"7732","0.508","0.508","0.508"
"7738","0.3582","0.3582","0.3582"
"7741","0.9166","0.9166","0.9166"
"7743","0.8005","0.8005","0.8005"
"7745","1.0058","1.0058","1.0058"
"7748","0.3587","0.3587","0.3587"
"7750","0.7295","0.7295","0.7295"
"7751","0.7295","0.7295","0.7295"
"7756","1.1274","1.1274","1.1274"
"7757","1.1274","1.1274","1.1274"
"7761","1.2397","1.2397","1.2397"
"7764","1.2242","1.2242","1.2242"
"7766","1.3328","1.3328","1.3328"
"7767","1.3328","1.3328","1.3328"
"7768","0.7958","0.7958","0.7958"
"7769","0.7958","0.7958","0.7958"
"7773","1.2686","1.2686","1.2686"
"7776","1.1622","1.1622","1.1622"
"7777","1.1622","1.1622","1.1622"
"7780","0.4877","0.4877","0.4877"
"7783","1.1751","1.1751","1.1751"
"7788","1.0433","1.0433","1.0433"
"7789","1.0433","1.0433","1.0433"
"7792","0.2359","0.2359","0.2359"
"7793","0.2359","0.2359","0.2359"
"7797","0.9093","0.9093","0.9093"
"7800","1.3472","1.3472","1.3472"
"7804","0.6954","0.6954","0.6954"
"7806","0.6031","0.6031","0.6031"
"7811","1.3549","1.3549","1.3549"
"7815","0.5666","0.5666","0.5666"
"7819","0.2322","0.2322","0.2322"
"7822","1.2378","1.2378","1.2378"
"7824","0.7964","0.7964","0.7964"
"7843","1.2011","1.2011","1.2011"
"7844","0.3173","0.3173","0.3173"
"7845","0.3173","0.3173","0.3173"
"7846","0.5874","0.5874","0.5874"
"7849","1.0251","1.0251","1.0251"
"7852","1.7669","1.7669","1.7669"
"7853","1.7669","1.7669","1.7669"
"7854","0.9037","0.9037","0.9037"
"7859","1.1047","1.1047","1.1047"
"7863","0.5844","0.5844","0.5844"
"7877","0.2227","0.2227","0.2227"
"7878","0.2337","0.2337","0.2337"
"7880","2.1644","2.1644","2.1644"
"7885","1.084","1.084","1.084"
"7887","0.5781","0.5781","0.5781"
"7891","0.6881","0.6881","0.6881"
"7893","0.4818","0.4818","0.4818"
"7894","0.4678","0.4678","0.4678"
"7895","0.4678","0.4678","0.4678"
"7897","1.1376","1.1376","1.1376"
"7900","0.9796","0.9796","0.9796"
"7902","0.9217","0.9217","0.9217"
"7905","0.1382","0.1382","0.1382"
"7906","1.2672","1.2672","1.2672"
"7908","0.6605","0.6605","0.6605"
"7909","0.6605","0.6605","0.6605"
"7910","0.4179","0.4179","0.4179"
"7917","0.7437","0.7437","0.7437"
"7919","0.7503","0.7503","0.7503"
"7926","0.1843","0.1843","0.1843"
"7937","1.0963","1.0963","1.0963"
"7939","0.6539","0.6539","0.6539"
"7941","0.8037","0.8037","0.8037"
"7943","1.462","1.462","1.462"
"7947","1.6335","1.6335","1.6335"
"7948","0.2514","0.2514","0.2514"
"7950","0.4318","0.4318","0.4318"
"7953","0.6507","0.6507","0.6507"
"7954","0.1563","0.1563","0.1563"
"7958","0.9026","0.9026","0.9026"
"7959","0.9026","0.9026","0.9026"
"7961","0.6516","0.6516","0.6516"
"7962","0.2776","0.2776","0.2776"
"7968","1.484","1.484","1.484"
"7970","0.3072","0.3072","0.3072"
"7973","0.8092","0.8092","0.8092"
"7979","0.8082","0.8082","0.8082"
"7981","1.0101","1.0101","1.0101"
"7989","1.3067","1.3067","1.3067"
"7997","0.4086","0.4086","0.4086"
"8001","0.9791","0.9791","0.9791"
"8006","1.3888","1.3888","1.3888"
"8011","0.1888","0.1888","0.1888"
"8013","0.9713","0.9713","0.9713"
"8016","0.5362","0.5362","0.5362"
"8020","0.1561","0.1561","0.1561"
"8024","1.0642","1.0642","1.0642"
"8028","0.2656","0.2656","0.2656"
"8035","0.6052","0.6052","0.6052"
"8042","0.3661","0.3661","0.3661"
"8043","0.3661","0.3661","0.3661"
"8044","0.5461","0.5461","0.5461"
"8046","0.6142","0.6142","0.6142"
"8049","0.911","0.911","0.911"
"8060","0.351","0.351","0.351"
"8061","0.351","0.351","0.351"
"8062","1.2532","1.2532","1.2532"
"8068","0.4076","0.4076","0.4076"
"8069","0.4076","0.4076","0.4076"
"8072","0.714","0.714","0.714"
"8074","0.577","0.577","0.577"
"8075","0.577","0.577","0.577"
"8076","0.6309","0.6309","0.6309"
"8083","1.0913","1.0913","1.0913"
"8087","0.5118","0.5118","0.5118"
"8090","1.4278","1.4278","1.4278"
"8105","0.6073","0.6073","0.6073"
"8106","0.2206","0.2206","0.2206"
"8107","0.2206","0.2206","0.2206"
"8108","0.946","0.946","0.946"
"8109","0.946","0.946","0.946"
"8113","0.1863","0.1863","0.1863"
"8115","0.8781","0.8781","0.8781"
"8118","1.0561","1.0561","1.0561"
"8124","0.7493","0.7493","0.7493"
"8127","0.9154","0.9154","0.9154"
"8128","1.2144","1.2144","1.2144"
"8134","0.3281","0.3281","0.3281"
"8135","0.3281","0.3281","0.3281"
"8138","0.949","0.949","0.949"
"8140","0.8963","0.8963","0.8963"
"8143","0.4934","0.4934","0.4934"
"8146","0.22","0.22","0.22"
"8147","0.22","0.22","0.22"
"8148","1.007","1.007","1.007"
"8149","1.007","1.007","1.007"
"8151","0.613","0.613","0.613"
"8152","0.3841","0.3841","0.3841"
"8156","0.9313","0.9313","0.9313"
"8158","0.415","0.415","0.415"
"8161","1.2523","1.2523","1.2523"
"8162","0.7354","0.7354","0.7354"
"8170","0.1767","0.1767","0.1767"
"8174","0.3067","0.3067","0.3067"
"8178","0.3478","0.3478","0.3478"
"8179","0.3478","0.3478","0.3478"
"8183","0.2888","0.2888","0.2888"
"8184","1.0727","1.0727","1.0727"
"8185","1.0727","1.0727","1.0727"
"8186","0.8029","0.8029","0.8029"
"8187","0.8029","0.8029","0.8029"
"8193","0.6991","0.6991","0.6991"
"8195","1.4953","1.4953","1.4953"
"8196","0.2799","0.2799","0.2799"
"8199","0.6191","0.6191","0.6191"
"8203","0.4675","0.4675","0.4675"
"8204","0.1008","0.1008","0.1008"
"8205","0.1008","0.1008","0.1008"
"8206","0.7822","0.7822","0.7822"
"8208","0.7587","0.7587","0.7587"
"8211","2.0263","2.0263","2.0263"
"8213","1.8647","1.8647","1.8647"
"8216","0.8654","0.8654","0.8654"
"8217","0.8654","0.8654","0.8654"
"8220","0.5102","0.5102","0.5102"
"8222","0.7697","0.7697","0.7697"
"8225","0.7255","0.7255","0.7255"
"8230","0.7755","0.7755","0.7755"
"8231","0.7755","0.7755","0.7755"
"8232","0.8897","0.8897","0.8897"
"8240","0.581","0.581","0.581"
"8245","0.9639","0.9639","0.9639"
"8246","1.2606","1.2606","1.2606"
"8247","1.2606","1.2606","1.2606"
"8250","0.7129","0.7129","0.7129"
"8252","0.923","0.923","0.923"
"8257","0.2392","0.2392","0.2392"
"8260","0.779","0.779","0.779"
"8261","0.779","0.779","0.779"
"8262","0.312","0.312","0.312"
"8263","0.312","0.312","0.312"
"8264","0.5807","0.5807","0.5807"
"8265","0.5807","0.5807","0.5807"
"8267","0.57","0.57","0.57"
"8268","0.3779","0.3779","0.3779"
"8269","0.3779","0.3779","0.3779"
"8270","0.7287","0.7287","0.7287"
"8278","0.585","0.585","0.585"
"8279","0.585","0.585","0.585"
"8281","0.3875","0.3875","0.3875"
"8284","0.5856","0.5856","0.5856"
"8288","0.9235","0.9235","0.9235"
"8289","0.9235","0.9235","0.9235"
"8290","0.6052","0.6052","0.6052"
"8295","0.0916","0.0916","0.0916"
"8296","1.0502","1.0502","1.0502"
"8299","0.6364","0.6364","0.6364"
"8305","0.8581","0.8581","0.8581"
"8309","0.7598","0.7598","0.7598"
"8310","0.6196","0.6196","0.6196"
"8312","0.2835","0.2835","0.2835"
"8313","0.2835","0.2835","0.2835"
"8317","0.3363","0.3363","0.3363"
"8318","1.3677","1.3677","1.3677"
"8319","1.3677","1.3677","1.3677"
"8320","0.9736","0.9736","0.9736"
"8325","0.4694","0.4694","0.4694"
"8326","1.3185","1.3185","1.3185"
"8330","0.7217","0.7217","0.7217"
"8340","0.0538","0.0538","0.0538"
"8347","0.7075","0.7075","0.7075"
"8349","0.8108","0.8108","0.8108"
"8352","0.7302","0.7302","0.7302"
"8353","0.7302","0.7302","0.7302"
"8355","0.7519","0.7519","0.7519"
"8357","1.4495","1.4495","1.4495"
"8359","0.7233","0.7233","0.7233"
"8360","1.145","1.145","1.145"
"8361","1.145","1.145","1.145"
"8366","1.2697","1.2697","1.2697"
"8371","0.122","0.122","0.122"
"8372","1.5701","1.5701","1.5701"
"8377","0.516","0.516","0.516"
"8383","1.3982","1.3982","1.3982"
"8385","0.0702","0.0702","0.0702"
"8386","1.1371","1.1371","1.1371"
"8387","1.1371","1.1371","1.1371"
"8388","0.9757","0.9757","0.9757"
"8396","0.4278","0.4278","0.4278"
"8398","1.1198","1.1198","1.1198"
"8401","0.2587","0.2587","0.2587"
"8402","0.4443","0.4443","0.4443"
"8405","0.4258","0.4258","0.4258"
"8409","0.6433","0.6433","0.6433"
"8413","0.8618","0.8618","0.8618"
"8417","0.9972","0.9972","0.9972"
"8425","1.0824","1.0824","1.0824"
"8430","1.4788","1.4788","1.4788"
"8432","1.0517","1.0517","1.0517"
"8436","0.1368","0.1368","0.1368"
"8437","0.1368","0.1368","0.1368"
"8438","1.2825","1.2825","1.2825"
"8442","0.4974","0.4974","0.4974"
"8447","0.3061","0.3061","0.3061"
"8448","0.1665","0.1665","0.1665"
"8454","0.8237","0.8237","0.8237"
"8458","0.3259","0.3259","0.3259"
"8460","0.8394","0.8394","0.8394"
"8465","1.6102","1.6102","1.6102"
"8468","0.2722","0.2722","0.2722"
"8469","0.2722","0.2722","0.2722"
"8474","0.8875","0.8875","0.8875"
"8480","0.2591","0.2591","0.2591"
"8484","0.4564","0.4564","0.4564"
"8485","0.4564","0.4564","0.4564"
"8489","0.4906","0.4906","0.4906"
"8491","0.9483","0.9483","0.9483"
"8496","0.7789","0.7789","0.7789"
"8497","0.7789","0.7789","0.7789"
"8503","1.1886","1.1886","1.1886"
"8504","0.6105","0.6105","0.6105"
"8509","0.4348","0.4348","0.4348"
"8514","0.703","0.703","0.703"
"8518","0.0925","0.0925","0.0925"
"8519","0.0925","0.0925","0.0925"
"8520","1.2465","1.2465","1.2465"
"8524","0.6474","0.6474","0.6474"
"8527","1.0762","1.0762","1.0762"
"8529","0.9742","0.9742","0.9742"
"8532","0.4152","0.4152","0.4152"
"8534","0.7851","0.7851","0.7851"
"8536","0.7813","0.7813","0.7813"
"8542","0.4642","0.4642","0.4642"
"8543","0.4642","0.4642","0.4642"
"8545","0.5336","0.5336","0.5336"
"8549","1.0265","1.0265","1.0265"
"8550","0.5348","0.5348","0.5348"
"8551","0.5348","0.5348","0.5348"
"8557","0.1893","0.1893","0.1893"
"8558","1.1729","1.1729","1.1729"
"8560","0.5043","0.5043","0.5043"
"8564","0.4014","0.4014","0.4014"
"8572","0.9678","0.9678","0.9678"
"8573","0.9678","0.9678","0.9678"
"8580","0.4122","0.4122","0.4122"
"8581","0.4122","0.4122","0.4122"
"8583","0.8503","0.8503","0.8503"
"8586","0.5296","0.5296","0.5296"
"8588","0.3599","0.3599","0.3599"
