"Step","breezy-bee-11 - train/loss","breezy-bee-11 - train/loss__MIN","breezy-bee-11 - train/loss__MAX"
"19998","0.0901","0.0901","0.0901"
"20003","0.2479","0.2479","0.2479"
"20008","0.5156","0.5156","0.5156"
"20015","0.8849","0.8849","0.8849"
"20018","0.2081","0.2081","0.2081"
"20025","0.3963","0.3963","0.3963"
"20026","0.344","0.344","0.344"
"20028","1.2021","1.2021","1.2021"
"20035","0.843","0.843","0.843"
"20036","1.2325","1.2325","1.2325"
"20040","0.0476","0.0476","0.0476"
"20042","1.1449","1.1449","1.1449"
"20059","0.2268","0.2268","0.2268"
"20068","0.364","0.364","0.364"
"20076","0.8247","0.8247","0.8247"
"20077","0.8247","0.8247","0.8247"
"20091","0.7728","0.7728","0.7728"
"20092","0.3899","0.3899","0.3899"
"20094","0.5326","0.5326","0.5326"
"20096","1.0142","1.0142","1.0142"
"20107","0.5779","0.5779","0.5779"
"20109","0.4823","0.4823","0.4823"
"20114","1.1227","1.1227","1.1227"
"20124","0.6979","0.6979","0.6979"
"20125","0.6979","0.6979","0.6979"
"20126","0.7155","0.7155","0.7155"
"20127","0.7155","0.7155","0.7155"
"20136","0.3278","0.3278","0.3278"
"20137","0.3278","0.3278","0.3278"
"20138","1.5871","1.5871","1.5871"
"20147","0.9336","0.9336","0.9336"
"20150","0.142","0.142","0.142"
"20157","0.6706","0.6706","0.6706"
"20158","0.9288","0.9288","0.9288"
"20161","0.257","0.257","0.257"
"20171","0.2494","0.2494","0.2494"
"20177","0.7322","0.7322","0.7322"
"20187","1.1948","1.1948","1.1948"
"20188","0.2636","0.2636","0.2636"
"20191","0.1381","0.1381","0.1381"
"20197","1.6319","1.6319","1.6319"
"20206","1.2791","1.2791","1.2791"
"20207","1.2791","1.2791","1.2791"
"20213","0.1457","0.1457","0.1457"
"20220","0.6246","0.6246","0.6246"
"20221","0.6246","0.6246","0.6246"
"20224","0.7501","0.7501","0.7501"
"20225","0.7501","0.7501","0.7501"
"20228","1.8979","1.8979","1.8979"
"20232","0.664","0.664","0.664"
"20233","0.664","0.664","0.664"
"20237","0.7557","0.7557","0.7557"
"20241","0.3232","0.3232","0.3232"
"20243","0.7758","0.7758","0.7758"
"20248","0.1505","0.1505","0.1505"
"20249","0.1505","0.1505","0.1505"
"20250","1.1975","1.1975","1.1975"
"20264","0.2052","0.2052","0.2052"
"20269","0.2756","0.2756","0.2756"
"20272","0.2692","0.2692","0.2692"
"20273","0.2692","0.2692","0.2692"
"20275","0.3347","0.3347","0.3347"
"20278","0.6219","0.6219","0.6219"
"20281","0.3566","0.3566","0.3566"
"20287","0.5432","0.5432","0.5432"
"20308","0.2292","0.2292","0.2292"
"20309","0.2292","0.2292","0.2292"
"20313","0.0917","0.0917","0.0917"
"20315","0.3809","0.3809","0.3809"
"20326","0.9462","0.9462","0.9462"
"20327","0.9462","0.9462","0.9462"
"20333","0.395","0.395","0.395"
"20335","0.1439","0.1439","0.1439"
"20337","0.4676","0.4676","0.4676"
"20342","0.3048","0.3048","0.3048"
"20350","0.1326","0.1326","0.1326"
"20354","1.474","1.474","1.474"
"20356","0.3321","0.3321","0.3321"
"20357","0.3321","0.3321","0.3321"
"20358","1.3718","1.3718","1.3718"
"20360","0.2116","0.2116","0.2116"
"20362","0.0667","0.0667","0.0667"
"20364","0.2585","0.2585","0.2585"
"20367","0.9287","0.9287","0.9287"
"20368","0.6903","0.6903","0.6903"
"20371","1.4699","1.4699","1.4699"
"20378","0.3255","0.3255","0.3255"
"20381","1.0004","1.0004","1.0004"
"20383","0.8778","0.8778","0.8778"
"20384","0.3972","0.3972","0.3972"
"20385","0.3972","0.3972","0.3972"
"20387","1.6038","1.6038","1.6038"
"20390","0.3074","0.3074","0.3074"
"20393","0.2631","0.2631","0.2631"
"20395","0.1122","0.1122","0.1122"
"20397","0.4984","0.4984","0.4984"
"20398","1.1495","1.1495","1.1495"
"20402","0.777","0.777","0.777"
"20404","0.8935","0.8935","0.8935"
"20405","0.8935","0.8935","0.8935"
"20406","0.6198","0.6198","0.6198"
"20407","0.6198","0.6198","0.6198"
"20411","0.698","0.698","0.698"
"20417","1.2502","1.2502","1.2502"
"20419","0.9936","0.9936","0.9936"
"20424","0.2506","0.2506","0.2506"
"20425","0.2506","0.2506","0.2506"
"20426","1.9173","1.9173","1.9173"
"20430","0.7916","0.7916","0.7916"
"20432","0.7104","0.7104","0.7104"
"20439","0.2375","0.2375","0.2375"
"20447","0.098","0.098","0.098"
"20451","2.0938","2.0938","2.0938"
"20463","0.9479","0.9479","0.9479"
"20464","0.3322","0.3322","0.3322"
"20465","0.3322","0.3322","0.3322"
"20470","0.1647","0.1647","0.1647"
"20475","0.1114","0.1114","0.1114"
"20482","0.4067","0.4067","0.4067"
"20483","0.4067","0.4067","0.4067"
"20485","0.7099","0.7099","0.7099"
"20487","1.7244","1.7244","1.7244"
"20488","0.2158","0.2158","0.2158"
"20491","0.1591","0.1591","0.1591"
"20493","0.683","0.683","0.683"
"20497","0.2555","0.2555","0.2555"
"20498","1.2259","1.2259","1.2259"
"20499","1.2259","1.2259","1.2259"
"20500","1.5019","1.5019","1.5019"
"20502","0.5514","0.5514","0.5514"
"20503","0.5514","0.5514","0.5514"
"20513","0.2428","0.2428","0.2428"
"20514","0.6866","0.6866","0.6866"
"20515","0.6866","0.6866","0.6866"
"20518","1.414","1.414","1.414"
"20524","0.3516","0.3516","0.3516"
"20526","1.285","1.285","1.285"
"20532","1.8787","1.8787","1.8787"
"20535","0.2672","0.2672","0.2672"
"20536","0.307","0.307","0.307"
"20537","0.307","0.307","0.307"
"20540","0.5041","0.5041","0.5041"
"20541","0.5041","0.5041","0.5041"
"20552","0.4698","0.4698","0.4698"
"20553","0.4698","0.4698","0.4698"
"20554","0.4133","0.4133","0.4133"
"20572","0.2535","0.2535","0.2535"
"20575","1.6473","1.6473","1.6473"
"20581","0.6272","0.6272","0.6272"
"20584","0.9591","0.9591","0.9591"
"20591","1.4219","1.4219","1.4219"
"20592","1.6014","1.6014","1.6014"
"20594","0.6885","0.6885","0.6885"
"20599","1.5023","1.5023","1.5023"
"20600","0.4066","0.4066","0.4066"
"20611","0.4458","0.4458","0.4458"
"20612","1.3089","1.3089","1.3089"
"20616","0.5218","0.5218","0.5218"
"20619","0.9959","0.9959","0.9959"
"20621","0.3591","0.3591","0.3591"
"20625","0.0753","0.0753","0.0753"
"20628","0.0301","0.0301","0.0301"
"20636","0.5204","0.5204","0.5204"
"20645","1.3369","1.3369","1.3369"
"20652","0.4489","0.4489","0.4489"
"20655","0.4443","0.4443","0.4443"
"20661","0.9149","0.9149","0.9149"
"20669","0.849","0.849","0.849"
"20670","0.2488","0.2488","0.2488"
"20684","0.6119","0.6119","0.6119"
"20688","0.9758","0.9758","0.9758"
"20692","0.9354","0.9354","0.9354"
"20694","0.1043","0.1043","0.1043"
"20697","0.7848","0.7848","0.7848"
"20701","2.344","2.344","2.344"
"20705","0.5927","0.5927","0.5927"
"20711","0.8738","0.8738","0.8738"
"20717","0.5025","0.5025","0.5025"
"20718","0.291","0.291","0.291"
"20719","0.291","0.291","0.291"
"20724","0.9433","0.9433","0.9433"
"20727","1.3359","1.3359","1.3359"
"20728","0.869","0.869","0.869"
"20730","0.4715","0.4715","0.4715"
"20731","0.4715","0.4715","0.4715"
"20732","0.3591","0.3591","0.3591"
"20736","1.4303","1.4303","1.4303"
"20745","0.2159","0.2159","0.2159"
"20746","0.331","0.331","0.331"
"20749","0.7694","0.7694","0.7694"
"20754","0.2407","0.2407","0.2407"
"20757","0.2019","0.2019","0.2019"
"20758","1.6147","1.6147","1.6147"
"20766","0.8019","0.8019","0.8019"
"20771","0.2399","0.2399","0.2399"
"20772","0.4398","0.4398","0.4398"
"20775","0.4806","0.4806","0.4806"
"20776","0.5626","0.5626","0.5626"
"20785","1.0381","1.0381","1.0381"
"20786","0.3991","0.3991","0.3991"
"20788","0.1603","0.1603","0.1603"
"20795","0.4577","0.4577","0.4577"
"20796","0.3518","0.3518","0.3518"
"20803","0.0944","0.0944","0.0944"
"20806","1.1645","1.1645","1.1645"
"20807","1.1645","1.1645","1.1645"
"20808","0.6491","0.6491","0.6491"
"20813","0.854","0.854","0.854"
"20821","0.2065","0.2065","0.2065"
"20823","0.488","0.488","0.488"
"20833","0.9988","0.9988","0.9988"
"20836","0.5738","0.5738","0.5738"
"20838","0.0368","0.0368","0.0368"
"20840","1.1383","1.1383","1.1383"
"20843","1.9382","1.9382","1.9382"
"20844","0.1755","0.1755","0.1755"
"20846","0.2314","0.2314","0.2314"
"20848","0.0978","0.0978","0.0978"
"20852","0.78","0.78","0.78"
"20861","0.2214","0.2214","0.2214"
"20867","1.1125","1.1125","1.1125"
"20883","0.3533","0.3533","0.3533"
"20888","0.2308","0.2308","0.2308"
"20898","0.3097","0.3097","0.3097"
"20899","0.3097","0.3097","0.3097"
"20901","0.9282","0.9282","0.9282"
"20902","0.218","0.218","0.218"
"20904","1.1993","1.1993","1.1993"
"20906","1.9081","1.9081","1.9081"
"20910","0.5603","0.5603","0.5603"
"20912","0.3062","0.3062","0.3062"
"20913","0.3062","0.3062","0.3062"
"20917","0.7855","0.7855","0.7855"
"20918","1.1582","1.1582","1.1582"
"20921","0.9741","0.9741","0.9741"
"20925","0.7998","0.7998","0.7998"
"20927","0.6767","0.6767","0.6767"
"20931","0.8019","0.8019","0.8019"
"20934","0.4354","0.4354","0.4354"
"20938","0.9797","0.9797","0.9797"
"20946","0.8245","0.8245","0.8245"
"20948","0.0251","0.0251","0.0251"
"20951","0.8902","0.8902","0.8902"
"20955","1.1515","1.1515","1.1515"
"20959","0.7005","0.7005","0.7005"
"20962","1.6599","1.6599","1.6599"
"20969","0.2959","0.2959","0.2959"
"20986","1.0364","1.0364","1.0364"
"20988","1.0182","1.0182","1.0182"
"20990","1.2863","1.2863","1.2863"
"20992","0.0717","0.0717","0.0717"
"20997","0.6828","0.6828","0.6828"
"21000","1.0402","1.0402","1.0402"
"21001","1.0402","1.0402","1.0402"
"21009","0.93","0.93","0.93"
"21012","0.5331","0.5331","0.5331"
"21018","1.7423","1.7423","1.7423"
"21038","0.9364","0.9364","0.9364"
"21039","0.9364","0.9364","0.9364"
"21044","1.4563","1.4563","1.4563"
"21045","1.4563","1.4563","1.4563"
"21054","0.4602","0.4602","0.4602"
"21059","0.6228","0.6228","0.6228"
"21065","1.1538","1.1538","1.1538"
"21078","0.4647","0.4647","0.4647"
"21080","0.6035","0.6035","0.6035"
"21084","0.5461","0.5461","0.5461"
"21090","0.1363","0.1363","0.1363"
"21091","0.1363","0.1363","0.1363"
"21101","1.0687","1.0687","1.0687"
"21109","0.9966","0.9966","0.9966"
"21111","0.4321","0.4321","0.4321"
"21114","0.1634","0.1634","0.1634"
"21116","0.6302","0.6302","0.6302"
"21117","0.6302","0.6302","0.6302"
"21118","1.3368","1.3368","1.3368"
"21120","0.6781","0.6781","0.6781"
"21128","0.4457","0.4457","0.4457"
"21136","0.3529","0.3529","0.3529"
"21140","0.8163","0.8163","0.8163"
"21143","0.3916","0.3916","0.3916"
"21146","0.1776","0.1776","0.1776"
"21151","0.288","0.288","0.288"
"21154","0.6932","0.6932","0.6932"
"21162","0.3805","0.3805","0.3805"
"21163","0.3805","0.3805","0.3805"
"21168","0.3601","0.3601","0.3601"
"21169","0.3601","0.3601","0.3601"
"21178","0.0745","0.0745","0.0745"
"21179","0.0745","0.0745","0.0745"
"21180","0.5248","0.5248","0.5248"
"21185","1.0064","1.0064","1.0064"
"21187","1.2491","1.2491","1.2491"
"21194","0.3537","0.3537","0.3537"
"21195","0.3537","0.3537","0.3537"
"21198","0.0009","0.0009","0.0009"
"21203","0.2115","0.2115","0.2115"
"21204","0.9279","0.9279","0.9279"
"21209","0.0466","0.0466","0.0466"
"21211","0.2756","0.2756","0.2756"
"21213","0.3089","0.3089","0.3089"
"21216","0.2699","0.2699","0.2699"
"21220","0.2044","0.2044","0.2044"
"21224","1.2724","1.2724","1.2724"
"21227","1.043","1.043","1.043"
"21231","0.1819","0.1819","0.1819"
"21236","0.5785","0.5785","0.5785"
"21237","0.5785","0.5785","0.5785"
"21241","0.4371","0.4371","0.4371"
"21249","0.9079","0.9079","0.9079"
"21250","0.931","0.931","0.931"
"21251","0.931","0.931","0.931"
"21254","2.0448","2.0448","2.0448"
"21258","1.1513","1.1513","1.1513"
"21263","0.4575","0.4575","0.4575"
"21265","0.6845","0.6845","0.6845"
"21268","0.4496","0.4496","0.4496"
"21276","1.1025","1.1025","1.1025"
"21279","0.8838","0.8838","0.8838"
"21284","0.2933","0.2933","0.2933"
"21290","0.7466","0.7466","0.7466"
"21295","0.1463","0.1463","0.1463"
"21297","1.5254","1.5254","1.5254"
"21306","0.6454","0.6454","0.6454"
"21310","0.3811","0.3811","0.3811"
"21311","0.3811","0.3811","0.3811"
"21313","1.365","1.365","1.365"
"21315","0.3059","0.3059","0.3059"
"21318","0.3936","0.3936","0.3936"
"21328","0.0395","0.0395","0.0395"
"21330","0.835","0.835","0.835"
"21337","0.4871","0.4871","0.4871"
"21348","0.164","0.164","0.164"
"21350","0.1798","0.1798","0.1798"
"21363","0.4026","0.4026","0.4026"
"21368","0.5268","0.5268","0.5268"
"21371","0.5265","0.5265","0.5265"
"21372","0.8829","0.8829","0.8829"
"21375","0.4927","0.4927","0.4927"
"21379","0.4483","0.4483","0.4483"
"21381","0.5587","0.5587","0.5587"
"21389","0.6959","0.6959","0.6959"
"21394","0.268","0.268","0.268"
"21409","0.5668","0.5668","0.5668"
"21410","1.5291","1.5291","1.5291"
"21412","0.6499","0.6499","0.6499"
"21413","0.6499","0.6499","0.6499"
"21418","0.9923","0.9923","0.9923"
"21419","0.9923","0.9923","0.9923"
"21420","1.2789","1.2789","1.2789"
"21423","0.1258","0.1258","0.1258"
"21434","0.0822","0.0822","0.0822"
"21439","0.3576","0.3576","0.3576"
"21442","0.4162","0.4162","0.4162"
"21447","0.5275","0.5275","0.5275"
"21450","0.1155","0.1155","0.1155"
"21452","0.9006","0.9006","0.9006"
"21456","0.997","0.997","0.997"
"21457","0.997","0.997","0.997"
"21458","0.2385","0.2385","0.2385"
"21463","0.3096","0.3096","0.3096"
"21465","0.2667","0.2667","0.2667"
"21473","0.4028","0.4028","0.4028"
"21480","1.5512","1.5512","1.5512"
"21486","1.2772","1.2772","1.2772"
"21488","0.3079","0.3079","0.3079"
"21489","0.3079","0.3079","0.3079"
"21490","0.2424","0.2424","0.2424"
"21491","0.2424","0.2424","0.2424"
"21496","0.4129","0.4129","0.4129"
"21498","2.0523","2.0523","2.0523"
"21501","0.2391","0.2391","0.2391"
"21502","1.094","1.094","1.094"
"21509","0.2645","0.2645","0.2645"
"21511","0.2174","0.2174","0.2174"
"21516","0.9906","0.9906","0.9906"
"21517","0.9906","0.9906","0.9906"
"21518","0.7677","0.7677","0.7677"
"21519","0.7677","0.7677","0.7677"
"21523","1.5993","1.5993","1.5993"
"21524","1.0829","1.0829","1.0829"
"21526","0.8354","0.8354","0.8354"
"21529","1.0769","1.0769","1.0769"
"21530","0.4274","0.4274","0.4274"
"21534","1.031","1.031","1.031"
"21535","1.031","1.031","1.031"
"21538","0.7924","0.7924","0.7924"
"21544","0.5542","0.5542","0.5542"
"21549","0.5412","0.5412","0.5412"
"21556","0.1408","0.1408","0.1408"
"21560","0.4327","0.4327","0.4327"
"21562","0.558","0.558","0.558"
"21563","0.558","0.558","0.558"
"21566","1.6432","1.6432","1.6432"
"21571","1.3306","1.3306","1.3306"
"21572","0.2864","0.2864","0.2864"
"21578","1.4","1.4","1.4"
"21582","0.6405","0.6405","0.6405"
"21583","0.6405","0.6405","0.6405"
"21584","1.0076","1.0076","1.0076"
"21585","1.0076","1.0076","1.0076"
"21599","0.3458","0.3458","0.3458"
"21600","0.4542","0.4542","0.4542"
"21601","0.4542","0.4542","0.4542"
"21604","0.3499","0.3499","0.3499"
"21609","0.8406","0.8406","0.8406"
"21610","1.3375","1.3375","1.3375"
"21619","0.0348","0.0348","0.0348"
"21635","0.1013","0.1013","0.1013"
"21637","0.7283","0.7283","0.7283"
"21641","1.2","1.2","1.2"
"21642","1.1488","1.1488","1.1488"
"21643","1.1488","1.1488","1.1488"
"21645","1.4268","1.4268","1.4268"
"21646","0.7448","0.7448","0.7448"
"21655","0.5018","0.5018","0.5018"
"21656","0.8401","0.8401","0.8401"
"21661","0.2637","0.2637","0.2637"
"21667","1.2967","1.2967","1.2967"
"21670","0.7313","0.7313","0.7313"
"21674","0.8075","0.8075","0.8075"
"21678","1.0556","1.0556","1.0556"
"21681","1.0991","1.0991","1.0991"
"21682","0.9796","0.9796","0.9796"
"21691","0.0959","0.0959","0.0959"
"21693","0.9075","0.9075","0.9075"
"21695","0.7109","0.7109","0.7109"
"21696","0.4674","0.4674","0.4674"
"21698","1.1134","1.1134","1.1134"
"21699","1.1134","1.1134","1.1134"
"21709","0.6235","0.6235","0.6235"
"21710","0.3163","0.3163","0.3163"
"21712","0.1191","0.1191","0.1191"
"21713","0.1191","0.1191","0.1191"
"21718","0.1946","0.1946","0.1946"
"21720","0.4748","0.4748","0.4748"
"21723","0.8965","0.8965","0.8965"
"21725","0.2394","0.2394","0.2394"
"21728","0.9059","0.9059","0.9059"
"21730","0.4663","0.4663","0.4663"
"21736","1.1606","1.1606","1.1606"
"21741","0.4431","0.4431","0.4431"
"21742","0.8101","0.8101","0.8101"
"21743","0.8101","0.8101","0.8101"
"21744","0.297","0.297","0.297"
"21746","0.2074","0.2074","0.2074"
"21749","1.1626","1.1626","1.1626"
"21750","0.3947","0.3947","0.3947"
"21752","0.5123","0.5123","0.5123"
"21754","0.7603","0.7603","0.7603"
"21755","0.7603","0.7603","0.7603"
"21757","0.6722","0.6722","0.6722"
"21758","1.8827","1.8827","1.8827"
"21760","0.8127","0.8127","0.8127"
"21781","0.5802","0.5802","0.5802"
"21782","0.8548","0.8548","0.8548"
"21784","0.9502","0.9502","0.9502"
"21787","1.4733","1.4733","1.4733"
"21789","0.2903","0.2903","0.2903"
"21791","2.2474","2.2474","2.2474"
"21793","0.4461","0.4461","0.4461"
"21794","0.9058","0.9058","0.9058"
"21798","0.4015","0.4015","0.4015"
"21802","0.2874","0.2874","0.2874"
"21803","0.2874","0.2874","0.2874"
"21804","1.2056","1.2056","1.2056"
"21805","1.2056","1.2056","1.2056"
"21809","0.3746","0.3746","0.3746"
"21815","0.4414","0.4414","0.4414"
"21824","0.5406","0.5406","0.5406"
"21825","0.5406","0.5406","0.5406"
"21828","1.1936","1.1936","1.1936"
"21841","0.3164","0.3164","0.3164"
"21845","1.3173","1.3173","1.3173"
"21848","0.2755","0.2755","0.2755"
"21864","0.042","0.042","0.042"
"21867","1.3547","1.3547","1.3547"
"21874","1.3943","1.3943","1.3943"
"21877","1.0177","1.0177","1.0177"
"21880","1.3784","1.3784","1.3784"
"21885","0.528","0.528","0.528"
"21890","0.4321","0.4321","0.4321"
"21894","1.1315","1.1315","1.1315"
"21906","0.54","0.54","0.54"
"21915","1.1292","1.1292","1.1292"
"21916","0.3571","0.3571","0.3571"
"21917","0.3571","0.3571","0.3571"
"21924","0.709","0.709","0.709"
"21926","0.3581","0.3581","0.3581"
"21929","1.5562","1.5562","1.5562"
"21930","0.1478","0.1478","0.1478"
"21941","0.1624","0.1624","0.1624"
"21943","0.1097","0.1097","0.1097"
"21944","0.5793","0.5793","0.5793"
"21947","0.436","0.436","0.436"
"21948","0.524","0.524","0.524"
"21949","0.524","0.524","0.524"
"21952","0.6703","0.6703","0.6703"
"21953","0.6703","0.6703","0.6703"
"21954","0.2421","0.2421","0.2421"
"21955","0.2421","0.2421","0.2421"
"21960","0.3793","0.3793","0.3793"
"21965","0.8981","0.8981","0.8981"
"21968","0.4971","0.4971","0.4971"
"21972","0.2089","0.2089","0.2089"
"21980","0.8844","0.8844","0.8844"
"21985","0.6694","0.6694","0.6694"
"21986","0.8758","0.8758","0.8758"
"21987","0.8758","0.8758","0.8758"
"21989","1.0164","1.0164","1.0164"
"22012","0.9224","0.9224","0.9224"
"22013","0.9224","0.9224","0.9224"
"22014","0.6757","0.6757","0.6757"
"22024","0.7728","0.7728","0.7728"
"22029","0.1204","0.1204","0.1204"
"22037","1.0726","1.0726","1.0726"
"22039","1.0734","1.0734","1.0734"
"22042","0.6154","0.6154","0.6154"
"22043","0.6154","0.6154","0.6154"
"22052","0.8521","0.8521","0.8521"
"22053","0.8521","0.8521","0.8521"
"22054","0.7358","0.7358","0.7358"
"22057","0.0513","0.0513","0.0513"
"22060","0.3852","0.3852","0.3852"
"22063","0.2014","0.2014","0.2014"
"22068","0.7669","0.7669","0.7669"
"22069","0.7669","0.7669","0.7669"
"22071","0.41","0.41","0.41"
"22075","1.067","1.067","1.067"
"22082","0.8819","0.8819","0.8819"
"22083","0.8819","0.8819","0.8819"
"22084","1.1208","1.1208","1.1208"
"22087","0.339","0.339","0.339"
"22088","0.6988","0.6988","0.6988"
"22095","0.4219","0.4219","0.4219"
"22097","1.0917","1.0917","1.0917"
"22112","0.5496","0.5496","0.5496"
"22116","0.3956","0.3956","0.3956"
"22117","0.3956","0.3956","0.3956"
"22118","1.5251","1.5251","1.5251"
"22125","0.4313","0.4313","0.4313"
"22128","1.1082","1.1082","1.1082"
"22129","1.1082","1.1082","1.1082"
"22130","0.2144","0.2144","0.2144"
"22133","0.8457","0.8457","0.8457"
"22135","0.4168","0.4168","0.4168"
"22138","0.1406","0.1406","0.1406"
"22142","1.4026","1.4026","1.4026"
"22144","1.306","1.306","1.306"
"22151","1.1131","1.1131","1.1131"
"22153","1.207","1.207","1.207"
"22154","0.6177","0.6177","0.6177"
"22159","0.7604","0.7604","0.7604"
"22163","0.173","0.173","0.173"
"22170","0.8142","0.8142","0.8142"
"22171","0.8142","0.8142","0.8142"
"22174","0.5052","0.5052","0.5052"
"22179","1.0434","1.0434","1.0434"
"22180","1.9382","1.9382","1.9382"
"22181","1.9382","1.9382","1.9382"
"22184","0.7314","0.7314","0.7314"
"22191","0.4072","0.4072","0.4072"
"22193","0.2878","0.2878","0.2878"
"22194","0.3691","0.3691","0.3691"
"22208","1.074","1.074","1.074"
"22209","1.074","1.074","1.074"
"22235","0.4176","0.4176","0.4176"
"22237","0.687","0.687","0.687"
"22238","0.2324","0.2324","0.2324"
"22240","0.3932","0.3932","0.3932"
"22241","0.3932","0.3932","0.3932"
"22247","0.3196","0.3196","0.3196"
"22249","1.3171","1.3171","1.3171"
"22252","1.1125","1.1125","1.1125"
"22254","0.594","0.594","0.594"
"22256","0.1969","0.1969","0.1969"
"22265","0.9651","0.9651","0.9651"
"22272","2.0108","2.0108","2.0108"
"22276","1.0116","1.0116","1.0116"
"22277","1.0116","1.0116","1.0116"
"22285","0.51","0.51","0.51"
"22288","0.3868","0.3868","0.3868"
"22292","0.5439","0.5439","0.5439"
"22293","0.5439","0.5439","0.5439"
"22299","0.3944","0.3944","0.3944"
"22323","0.2667","0.2667","0.2667"
"22327","0.8506","0.8506","0.8506"
"22329","0.7488","0.7488","0.7488"
"22334","1.6644","1.6644","1.6644"
"22341","0.1407","0.1407","0.1407"
"22346","0.4782","0.4782","0.4782"
"22347","0.4782","0.4782","0.4782"
"22356","0.2572","0.2572","0.2572"
"22362","1.4929","1.4929","1.4929"
"22363","1.4929","1.4929","1.4929"
"22366","1.7926","1.7926","1.7926"
"22367","1.7926","1.7926","1.7926"
"22373","0.4372","0.4372","0.4372"
"22374","0.536","0.536","0.536"
"22379","0.2225","0.2225","0.2225"
"22380","0.5356","0.5356","0.5356"
"22383","0.412","0.412","0.412"
"22385","0.1497","0.1497","0.1497"
"22394","0.6756","0.6756","0.6756"
"22396","1.0438","1.0438","1.0438"
"22398","0.5203","0.5203","0.5203"
"22410","0.8045","0.8045","0.8045"
"22413","0.9418","0.9418","0.9418"
"22422","0.6146","0.6146","0.6146"
"22439","0.2083","0.2083","0.2083"
"22441","1.0858","1.0858","1.0858"
"22445","1.7245","1.7245","1.7245"
"22447","1.0049","1.0049","1.0049"
"22449","0.2481","0.2481","0.2481"
"22450","0.8639","0.8639","0.8639"
"22456","1.05","1.05","1.05"
"22459","0.5143","0.5143","0.5143"
"22464","0.2978","0.2978","0.2978"
"22467","0.4426","0.4426","0.4426"
"22469","0.6319","0.6319","0.6319"
"22472","0.6226","0.6226","0.6226"
"22473","0.6226","0.6226","0.6226"
"22476","0.7819","0.7819","0.7819"
"22477","0.7819","0.7819","0.7819"
"22480","0.3129","0.3129","0.3129"
"22483","0.5038","0.5038","0.5038"
"22485","0.4337","0.4337","0.4337"
"22486","0.7803","0.7803","0.7803"
"22497","0.4229","0.4229","0.4229"
"22498","0.3232","0.3232","0.3232"
"22499","0.3232","0.3232","0.3232"
"22501","0.5184","0.5184","0.5184"
"22502","1.9186","1.9186","1.9186"
"22503","1.9186","1.9186","1.9186"
"22506","0.798","0.798","0.798"
"22511","0.1988","0.1988","0.1988"
"22513","0.5906","0.5906","0.5906"
"22516","0.1376","0.1376","0.1376"
"22517","0.1376","0.1376","0.1376"
"22528","0.3454","0.3454","0.3454"
"22537","1.0514","1.0514","1.0514"
"22540","1.2394","1.2394","1.2394"
"22542","0.2715","0.2715","0.2715"
"22544","0.2416","0.2416","0.2416"
"22546","0.463","0.463","0.463"
"22551","0.216","0.216","0.216"
"22554","1.0434","1.0434","1.0434"
"22556","0.7618","0.7618","0.7618"
"22557","0.7618","0.7618","0.7618"
"22560","0.3458","0.3458","0.3458"
"22563","0.4894","0.4894","0.4894"
"22567","0.4399","0.4399","0.4399"
"22570","0.3986","0.3986","0.3986"
"22577","1.0013","1.0013","1.0013"
"22579","0.3754","0.3754","0.3754"
"22580","0.6186","0.6186","0.6186"
"22581","0.6186","0.6186","0.6186"
"22584","0.2699","0.2699","0.2699"
"22591","0.1642","0.1642","0.1642"
"22595","1.0522","1.0522","1.0522"
"22596","0.0404","0.0404","0.0404"
"22598","0.8395","0.8395","0.8395"
"22604","0.5459","0.5459","0.5459"
"22605","0.5459","0.5459","0.5459"
"22606","1.2988","1.2988","1.2988"
"22607","1.2988","1.2988","1.2988"
"22608","0.1777","0.1777","0.1777"
"22613","0.9399","0.9399","0.9399"
"22617","0.505","0.505","0.505"
"22622","1.3891","1.3891","1.3891"
"22633","0.6643","0.6643","0.6643"
"22634","0.829","0.829","0.829"
"22635","0.829","0.829","0.829"
"22639","0.7739","0.7739","0.7739"
"22646","0.0666","0.0666","0.0666"
"22649","1.5074","1.5074","1.5074"
"22651","0.5714","0.5714","0.5714"
"22654","0.7305","0.7305","0.7305"
"22657","0.2581","0.2581","0.2581"
"22659","0.4074","0.4074","0.4074"
"22663","0.7936","0.7936","0.7936"
"22664","0.7819","0.7819","0.7819"
"22665","0.7819","0.7819","0.7819"
"22671","0.4625","0.4625","0.4625"
"22672","0.779","0.779","0.779"
"22683","0.316","0.316","0.316"
"22684","0.5617","0.5617","0.5617"
"22686","1.2256","1.2256","1.2256"
"22688","0.315","0.315","0.315"
"22689","0.315","0.315","0.315"
"22691","1.0919","1.0919","1.0919"
"22694","0.04","0.04","0.04"
"22699","1.1693","1.1693","1.1693"
"22700","0.5684","0.5684","0.5684"
"22702","0.8162","0.8162","0.8162"
"22709","0.5804","0.5804","0.5804"
"22714","1.2434","1.2434","1.2434"
"22721","0.6144","0.6144","0.6144"
"22733","0.3605","0.3605","0.3605"
"22734","0.0344","0.0344","0.0344"
"22737","1.6501","1.6501","1.6501"
"22738","0.0883","0.0883","0.0883"
"22740","1.5478","1.5478","1.5478"
"22741","1.5478","1.5478","1.5478"
"22744","1.1927","1.1927","1.1927"
"22746","0.343","0.343","0.343"
"22747","0.343","0.343","0.343"
"22748","1.0361","1.0361","1.0361"
"22752","0.4895","0.4895","0.4895"
