"Step","breezy-bee-11 - train/loss","breezy-bee-11 - train/loss__MIN","breezy-bee-11 - train/loss__MAX"
"6128","1.6515","1.6515","1.6515"
"6131","0.6119","0.6119","0.6119"
"6132","1.1239","1.1239","1.1239"
"6135","0.6103","0.6103","0.6103"
"6139","0.6616","0.6616","0.6616"
"6141","0.5755","0.5755","0.5755"
"6144","1.4212","1.4212","1.4212"
"6145","1.4212","1.4212","1.4212"
"6146","0.9926","0.9926","0.9926"
"6158","1.2787","1.2787","1.2787"
"6160","0.2123","0.2123","0.2123"
"6162","1.0918","1.0918","1.0918"
"6171","1.4485","1.4485","1.4485"
"6178","1.0914","1.0914","1.0914"
"6183","1.3351","1.3351","1.3351"
"6189","1.3817","1.3817","1.3817"
"6193","0.2283","0.2283","0.2283"
"6198","0.8879","0.8879","0.8879"
"6201","0.7215","0.7215","0.7215"
"6202","0.9026","0.9026","0.9026"
"6204","0.9605","0.9605","0.9605"
"6206","1.7658","1.7658","1.7658"
"6212","0.8822","0.8822","0.8822"
"6221","0.3104","0.3104","0.3104"
"6225","0.1469","0.1469","0.1469"
"6226","1.381","1.381","1.381"
"6230","0.3953","0.3953","0.3953"
"6232","0.4825","0.4825","0.4825"
"6234","0.1428","0.1428","0.1428"
"6248","0.1406","0.1406","0.1406"
"6253","1.4576","1.4576","1.4576"
"6255","0.2103","0.2103","0.2103"
"6267","0.3863","0.3863","0.3863"
"6269","0.5606","0.5606","0.5606"
"6278","0.5716","0.5716","0.5716"
"6287","1.7226","1.7226","1.7226"
"6289","0.504","0.504","0.504"
"6290","1.1951","1.1951","1.1951"
"6293","0.6178","0.6178","0.6178"
"6298","0.2214","0.2214","0.2214"
"6303","0.5907","0.5907","0.5907"
"6304","1.0172","1.0172","1.0172"
"6305","1.0172","1.0172","1.0172"
"6306","1.1856","1.1856","1.1856"
"6309","0.8072","0.8072","0.8072"
"6315","0.3444","0.3444","0.3444"
"6322","0.3398","0.3398","0.3398"
"6341","0.1175","0.1175","0.1175"
"6344","1.0992","1.0992","1.0992"
"6345","1.0992","1.0992","1.0992"
"6353","1.1947","1.1947","1.1947"
"6355","1.0096","1.0096","1.0096"
"6362","0.3581","0.3581","0.3581"
"6367","0.2255","0.2255","0.2255"
"6369","0.8316","0.8316","0.8316"
"6370","0.1909","0.1909","0.1909"
"6375","1.1486","1.1486","1.1486"
"6377","0.4337","0.4337","0.4337"
"6382","1.7296","1.7296","1.7296"
"6383","1.7296","1.7296","1.7296"
"6384","0.3566","0.3566","0.3566"
"6393","0.3315","0.3315","0.3315"
"6406","1.8414","1.8414","1.8414"
"6409","1.1378","1.1378","1.1378"
"6411","1.1284","1.1284","1.1284"
"6416","1.4593","1.4593","1.4593"
"6417","1.4593","1.4593","1.4593"
"6423","0.2261","0.2261","0.2261"
"6425","1.0758","1.0758","1.0758"
"6430","0.326","0.326","0.326"
"6442","1.4325","1.4325","1.4325"
"6443","1.4325","1.4325","1.4325"
"6446","1.601","1.601","1.601"
"6450","0.7609","0.7609","0.7609"
"6452","0.2295","0.2295","0.2295"
"6457","0.634","0.634","0.634"
"6464","1.1352","1.1352","1.1352"
"6465","1.1352","1.1352","1.1352"
"6466","1.4076","1.4076","1.4076"
"6467","1.4076","1.4076","1.4076"
"6469","1.2159","1.2159","1.2159"
"6476","1.8416","1.8416","1.8416"
"6477","1.8416","1.8416","1.8416"
"6479","0.9517","0.9517","0.9517"
"6482","1.1598","1.1598","1.1598"
"6484","0.5383","0.5383","0.5383"
"6486","1.2948","1.2948","1.2948"
"6488","1.2282","1.2282","1.2282"
"6491","0.3893","0.3893","0.3893"
"6497","1.0966","1.0966","1.0966"
"6499","1.4884","1.4884","1.4884"
"6500","1.4978","1.4978","1.4978"
"6507","0.5247","0.5247","0.5247"
"6508","0.4464","0.4464","0.4464"
"6511","2.43","2.43","2.43"
"6518","0.1985","0.1985","0.1985"
"6519","0.1985","0.1985","0.1985"
"6522","0.4062","0.4062","0.4062"
"6527","0.1726","0.1726","0.1726"
"6528","0.7622","0.7622","0.7622"
"6532","0.299","0.299","0.299"
"6534","1.6825","1.6825","1.6825"
"6535","1.6825","1.6825","1.6825"
"6542","0.6641","0.6641","0.6641"
"6555","1.3584","1.3584","1.3584"
"6559","0.8825","0.8825","0.8825"
"6564","1.7578","1.7578","1.7578"
"6571","1.6067","1.6067","1.6067"
"6575","0.1494","0.1494","0.1494"
"6583","0.2238","0.2238","0.2238"
"6586","0.4395","0.4395","0.4395"
"6588","0.5015","0.5015","0.5015"
"6592","0.9468","0.9468","0.9468"
"6593","0.9468","0.9468","0.9468"
"6594","1.6147","1.6147","1.6147"
"6602","0.638","0.638","0.638"
"6606","0.4788","0.4788","0.4788"
"6610","0.4503","0.4503","0.4503"
"6612","0.356","0.356","0.356"
"6613","0.356","0.356","0.356"
"6619","2.0237","2.0237","2.0237"
"6621","0.9566","0.9566","0.9566"
"6622","1.1596","1.1596","1.1596"
"6623","1.1596","1.1596","1.1596"
"6624","0.1032","0.1032","0.1032"
"6628","0.7356","0.7356","0.7356"
"6631","0.6745","0.6745","0.6745"
"6637","0.4325","0.4325","0.4325"
"6641","1.0117","1.0117","1.0117"
"6642","0.0197","0.0197","0.0197"
"6647","0.2669","0.2669","0.2669"
"6652","1.2954","1.2954","1.2954"
"6660","0.6208","0.6208","0.6208"
"6661","0.6208","0.6208","0.6208"
"6663","0.4718","0.4718","0.4718"
"6667","1.4811","1.4811","1.4811"
"6670","0.3556","0.3556","0.3556"
"6682","0.5122","0.5122","0.5122"
"6683","0.5122","0.5122","0.5122"
"6687","1.1902","1.1902","1.1902"
"6705","1.7949","1.7949","1.7949"
"6707","0.2816","0.2816","0.2816"
"6717","0.1402","0.1402","0.1402"
"6722","0.3571","0.3571","0.3571"
"6723","0.3571","0.3571","0.3571"
"6729","1.9834","1.9834","1.9834"
"6731","0.3628","0.3628","0.3628"
"6732","0.1884","0.1884","0.1884"
"6735","0.5217","0.5217","0.5217"
"6738","0.2239","0.2239","0.2239"
"6748","1.3018","1.3018","1.3018"
"6749","1.3018","1.3018","1.3018"
"6751","1.1999","1.1999","1.1999"
"6752","2.0441","2.0441","2.0441"
"6754","1.3522","1.3522","1.3522"
"6758","1.7744","1.7744","1.7744"
"6767","0.3432","0.3432","0.3432"
"6768","0.3348","0.3348","0.3348"
"6771","1.8021","1.8021","1.8021"
"6775","0.5678","0.5678","0.5678"
"6776","1.7753","1.7753","1.7753"
"6781","1.2351","1.2351","1.2351"
"6784","1.0796","1.0796","1.0796"
"6789","0.3755","0.3755","0.3755"
"6790","1.1159","1.1159","1.1159"
"6794","0.733","0.733","0.733"
"6795","0.733","0.733","0.733"
"6800","0.5296","0.5296","0.5296"
"6804","0.1839","0.1839","0.1839"
"6807","0.2687","0.2687","0.2687"
"6812","0.5581","0.5581","0.5581"
"6830","0.1652","0.1652","0.1652"
"6831","0.1652","0.1652","0.1652"
"6833","1.0462","1.0462","1.0462"
"6836","0.7774","0.7774","0.7774"
"6837","0.7774","0.7774","0.7774"
"6838","1.2667","1.2667","1.2667"
"6842","0.83","0.83","0.83"
"6844","0.4791","0.4791","0.4791"
"6848","0.5177","0.5177","0.5177"
"6858","1.56","1.56","1.56"
"6861","0.5399","0.5399","0.5399"
"6862","1.2328","1.2328","1.2328"
"6863","1.2328","1.2328","1.2328"
"6864","1.1438","1.1438","1.1438"
"6867","0.4954","0.4954","0.4954"
"6869","0.157","0.157","0.157"
"6871","0.9196","0.9196","0.9196"
"6879","1.1836","1.1836","1.1836"
"6880","0.3303","0.3303","0.3303"
"6884","0.6948","0.6948","0.6948"
"6886","0.3863","0.3863","0.3863"
"6890","1.1634","1.1634","1.1634"
"6899","0.2865","0.2865","0.2865"
"6901","0.3723","0.3723","0.3723"
"6910","1.2606","1.2606","1.2606"
"6911","1.2606","1.2606","1.2606"
"6915","1.3601","1.3601","1.3601"
"6921","0.1099","0.1099","0.1099"
"6922","1.2198","1.2198","1.2198"
"6927","0.8045","0.8045","0.8045"
"6953","1.0892","1.0892","1.0892"
"6955","1.0354","1.0354","1.0354"
"6959","1.602","1.602","1.602"
"6963","0.5839","0.5839","0.5839"
"6971","0.7246","0.7246","0.7246"
"6972","0.2178","0.2178","0.2178"
"6973","0.2178","0.2178","0.2178"
"6990","0.4199","0.4199","0.4199"
"6994","0.7494","0.7494","0.7494"
"6997","0.2977","0.2977","0.2977"
"7001","1.3379","1.3379","1.3379"
"7003","1.3879","1.3879","1.3879"
"7004","1.0396","1.0396","1.0396"
"7017","0.8151","0.8151","0.8151"
"7018","0.3347","0.3347","0.3347"
"7019","0.3347","0.3347","0.3347"
"7021","0.4654","0.4654","0.4654"
"7022","0.5521","0.5521","0.5521"
"7028","0.3058","0.3058","0.3058"
"7032","0.4178","0.4178","0.4178"
"7033","0.4178","0.4178","0.4178"
"7049","0.4491","0.4491","0.4491"
"7051","0.5136","0.5136","0.5136"
"7052","0.5368","0.5368","0.5368"
"7064","1.0722","1.0722","1.0722"
"7066","0.5902","0.5902","0.5902"
"7070","0.6596","0.6596","0.6596"
"7076","0.9214","0.9214","0.9214"
"7079","2.2033","2.2033","2.2033"
"7083","1.5331","1.5331","1.5331"
"7084","0.4567","0.4567","0.4567"
"7098","0.5096","0.5096","0.5096"
"7099","0.5096","0.5096","0.5096"
"7105","0.4238","0.4238","0.4238"
"7115","1.1217","1.1217","1.1217"
"7118","0.8747","0.8747","0.8747"
"7123","0.5138","0.5138","0.5138"
"7125","1.1371","1.1371","1.1371"
"7131","1.4651","1.4651","1.4651"
"7132","0.5019","0.5019","0.5019"
"7140","1.5792","1.5792","1.5792"
"7143","0.2793","0.2793","0.2793"
"7147","0.734","0.734","0.734"
"7148","1.1131","1.1131","1.1131"
"7159","0.2793","0.2793","0.2793"
"7169","0.4004","0.4004","0.4004"
"7170","1.1136","1.1136","1.1136"
"7171","1.1136","1.1136","1.1136"
"7174","0.8444","0.8444","0.8444"
"7175","0.8444","0.8444","0.8444"
"7179","1.5286","1.5286","1.5286"
"7182","0.1303","0.1303","0.1303"
"7187","0.5351","0.5351","0.5351"
"7188","1.4579","1.4579","1.4579"
"7189","1.4579","1.4579","1.4579"
"7191","1.7527","1.7527","1.7527"
"7195","1.0205","1.0205","1.0205"
"7197","0.078","0.078","0.078"
"7206","1.3144","1.3144","1.3144"
"7207","1.3144","1.3144","1.3144"
"7212","0.3572","0.3572","0.3572"
"7213","0.3572","0.3572","0.3572"
"7215","0.5403","0.5403","0.5403"
"7217","0.5","0.5","0.5"
"7219","0.296","0.296","0.296"
"7221","0.5719","0.5719","0.5719"
"7223","0.2691","0.2691","0.2691"
"7226","0.8638","0.8638","0.8638"
"7228","0.3588","0.3588","0.3588"
"7230","0.8556","0.8556","0.8556"
"7232","1.4235","1.4235","1.4235"
"7236","0.6001","0.6001","0.6001"
"7239","0.394","0.394","0.394"
"7242","0.2487","0.2487","0.2487"
"7245","0.7548","0.7548","0.7548"
"7246","0.1649","0.1649","0.1649"
"7248","1.6138","1.6138","1.6138"
"7251","0.4147","0.4147","0.4147"
"7252","0.3464","0.3464","0.3464"
"7257","0.1947","0.1947","0.1947"
"7262","0.3094","0.3094","0.3094"
"7263","0.3094","0.3094","0.3094"
"7264","1.0813","1.0813","1.0813"
"7267","0.7646","0.7646","0.7646"
"7273","1.2937","1.2937","1.2937"
"7284","0.1882","0.1882","0.1882"
"7289","0.2678","0.2678","0.2678"
"7290","1.6622","1.6622","1.6622"
"7293","0.2794","0.2794","0.2794"
"7296","0.2741","0.2741","0.2741"
"7297","0.2741","0.2741","0.2741"
"7301","0.1216","0.1216","0.1216"
"7302","1.0096","1.0096","1.0096"
"7304","0.6376","0.6376","0.6376"
"7305","0.6376","0.6376","0.6376"
"7306","0.1446","0.1446","0.1446"
"7308","0.1795","0.1795","0.1795"
"7311","0.3109","0.3109","0.3109"
"7313","0.5452","0.5452","0.5452"
"7316","0.3352","0.3352","0.3352"
"7321","0.6035","0.6035","0.6035"
"7326","1.3321","1.3321","1.3321"
"7328","0.1731","0.1731","0.1731"
"7331","0.9094","0.9094","0.9094"
"7337","0.1093","0.1093","0.1093"
"7344","0.2916","0.2916","0.2916"
"7345","0.2916","0.2916","0.2916"
"7356","0.4758","0.4758","0.4758"
"7358","0.8518","0.8518","0.8518"
"7363","1.1399","1.1399","1.1399"
"7364","0.7278","0.7278","0.7278"
"7365","0.7278","0.7278","0.7278"
"7369","0.6186","0.6186","0.6186"
"7370","0.2654","0.2654","0.2654"
"7380","1.475","1.475","1.475"
"7386","1.6402","1.6402","1.6402"
"7397","0.4594","0.4594","0.4594"
"7398","1.4517","1.4517","1.4517"
"7408","0.1942","0.1942","0.1942"
"7410","0.0253","0.0253","0.0253"
"7413","1.4868","1.4868","1.4868"
"7415","0.3174","0.3174","0.3174"
"7416","0.6172","0.6172","0.6172"
"7428","0.3495","0.3495","0.3495"
"7429","0.3495","0.3495","0.3495"
"7430","0.1956","0.1956","0.1956"
"7435","0.4546","0.4546","0.4546"
"7442","0.8104","0.8104","0.8104"
"7445","0.6709","0.6709","0.6709"
"7451","1.1616","1.1616","1.1616"
"7453","0.1573","0.1573","0.1573"
"7459","0.1759","0.1759","0.1759"
"7462","0.5051","0.5051","0.5051"
"7465","0.5185","0.5185","0.5185"
"7469","0.8786","0.8786","0.8786"
"7482","0.9173","0.9173","0.9173"
"7484","1.3356","1.3356","1.3356"
"7488","1.7767","1.7767","1.7767"
"7494","0.5537","0.5537","0.5537"
"7495","0.5537","0.5537","0.5537"
"7499","0.1372","0.1372","0.1372"
"7500","1.5842","1.5842","1.5842"
"7509","0.2113","0.2113","0.2113"
"7510","0.5551","0.5551","0.5551"
"7515","0.9421","0.9421","0.9421"
"7516","2.3443","2.3443","2.3443"
"7517","2.3443","2.3443","2.3443"
"7520","0.2812","0.2812","0.2812"
"7524","0.0661","0.0661","0.0661"
"7525","0.0661","0.0661","0.0661"
"7526","0.2101","0.2101","0.2101"
"7531","0.4866","0.4866","0.4866"
"7534","0.9975","0.9975","0.9975"
"7535","0.9975","0.9975","0.9975"
"7539","1.0475","1.0475","1.0475"
"7541","1.3246","1.3246","1.3246"
"7543","0.7074","0.7074","0.7074"
"7548","0.2675","0.2675","0.2675"
"7549","0.2675","0.2675","0.2675"
"7552","1.3629","1.3629","1.3629"
"7556","1.3773","1.3773","1.3773"
"7557","1.3773","1.3773","1.3773"
"7558","0.3581","0.3581","0.3581"
"7563","0.0402","0.0402","0.0402"
"7565","0.3484","0.3484","0.3484"
"7577","1.3672","1.3672","1.3672"
"7579","0.8295","0.8295","0.8295"
"7581","0.7273","0.7273","0.7273"
"7584","0.3294","0.3294","0.3294"
"7586","0.91","0.91","0.91"
"7590","1.0407","1.0407","1.0407"
"7596","0.6946","0.6946","0.6946"
"7597","0.6946","0.6946","0.6946"
"7606","0.7316","0.7316","0.7316"
"7610","1.8575","1.8575","1.8575"
"7614","0.0311","0.0311","0.0311"
"7623","0.396","0.396","0.396"
"7627","0.2478","0.2478","0.2478"
"7629","0.5762","0.5762","0.5762"
"7632","0.4924","0.4924","0.4924"
"7638","0.7625","0.7625","0.7625"
"7644","0.5821","0.5821","0.5821"
"7650","1.1071","1.1071","1.1071"
"7659","0.4102","0.4102","0.4102"
"7663","0.4583","0.4583","0.4583"
"7669","0.2649","0.2649","0.2649"
"7672","1.1574","1.1574","1.1574"
"7678","1.2152","1.2152","1.2152"
"7691","0.9704","0.9704","0.9704"
"7692","1.2057","1.2057","1.2057"
"7694","0.8093","0.8093","0.8093"
"7697","0.5587","0.5587","0.5587"
"7700","1.6873","1.6873","1.6873"
"7702","1.0946","1.0946","1.0946"
"7705","0.722","0.722","0.722"
"7706","1.049","1.049","1.049"
"7707","1.049","1.049","1.049"
"7710","0.9191","0.9191","0.9191"
"7711","0.9191","0.9191","0.9191"
"7719","0.9503","0.9503","0.9503"
"7722","0.8667","0.8667","0.8667"
"7727","0.9814","0.9814","0.9814"
"7728","1.1989","1.1989","1.1989"
"7730","0.6886","0.6886","0.6886"
"7731","0.6886","0.6886","0.6886"
"7733","0.4976","0.4976","0.4976"
"7736","0.1997","0.1997","0.1997"
"7760","0.9711","0.9711","0.9711"
"7763","0.1498","0.1498","0.1498"
"7764","0.1763","0.1763","0.1763"
"7765","0.1763","0.1763","0.1763"
"7766","1.3425","1.3425","1.3425"
"7774","0.7008","0.7008","0.7008"
"7785","0.1176","0.1176","0.1176"
"7790","0.444","0.444","0.444"
"7795","0.663","0.663","0.663"
"7798","0.2169","0.2169","0.2169"
"7805","0.6604","0.6604","0.6604"
"7806","1.137","1.137","1.137"
"7811","0.1155","0.1155","0.1155"
"7818","2.2453","2.2453","2.2453"
"7823","1.1771","1.1771","1.1771"
"7824","0.9546","0.9546","0.9546"
"7825","0.9546","0.9546","0.9546"
"7828","0.454","0.454","0.454"
"7830","0.9565","0.9565","0.9565"
"7833","0.118","0.118","0.118"
"7836","0.723","0.723","0.723"
"7843","0.5405","0.5405","0.5405"
"7850","0.2093","0.2093","0.2093"
"7852","1.4291","1.4291","1.4291"
"7853","1.4291","1.4291","1.4291"
"7855","0.4216","0.4216","0.4216"
"7856","0.4092","0.4092","0.4092"
"7857","0.4092","0.4092","0.4092"
"7858","0.2704","0.2704","0.2704"
"7861","0.1727","0.1727","0.1727"
"7867","1.2821","1.2821","1.2821"
"7868","1.2119","1.2119","1.2119"
"7869","1.2119","1.2119","1.2119"
"7870","1.2322","1.2322","1.2322"
"7873","1.3456","1.3456","1.3456"
"7878","0.7019","0.7019","0.7019"
"7880","0.2189","0.2189","0.2189"
"7887","0.9878","0.9878","0.9878"
"7889","0.857","0.857","0.857"
"7895","0.28","0.28","0.28"
"7906","1.1659","1.1659","1.1659"
"7912","1.0719","1.0719","1.0719"
"7913","1.0719","1.0719","1.0719"
"7914","0.1444","0.1444","0.1444"
"7915","0.1444","0.1444","0.1444"
"7922","0.9002","0.9002","0.9002"
"7923","0.9002","0.9002","0.9002"
"7925","1.2195","1.2195","1.2195"
"7926","0.1043","0.1043","0.1043"
"7933","0.5012","0.5012","0.5012"
"7935","1.8406","1.8406","1.8406"
"7939","1.5545","1.5545","1.5545"
"7944","0.8314","0.8314","0.8314"
"7950","0.6901","0.6901","0.6901"
"7953","0.883","0.883","0.883"
"7954","0.176","0.176","0.176"
"7962","0.5057","0.5057","0.5057"
"7965","0.3265","0.3265","0.3265"
"7977","0.2511","0.2511","0.2511"
"7981","0.422","0.422","0.422"
"7987","0.7105","0.7105","0.7105"
"7991","0.137","0.137","0.137"
"7997","0.1961","0.1961","0.1961"
"8000","0.3874","0.3874","0.3874"
"8001","0.3874","0.3874","0.3874"
"8003","0.9078","0.9078","0.9078"
"8005","0.7821","0.7821","0.7821"
"8007","0.8936","0.8936","0.8936"
"8008","0.4912","0.4912","0.4912"
"8011","0.2098","0.2098","0.2098"
"8016","1.5082","1.5082","1.5082"
"8022","0.7718","0.7718","0.7718"
"8024","1.2712","1.2712","1.2712"
"8030","1.0165","1.0165","1.0165"
"8036","0.6494","0.6494","0.6494"
"8040","1.3274","1.3274","1.3274"
"8042","0.73","0.73","0.73"
"8051","1.1747","1.1747","1.1747"
"8052","0.3215","0.3215","0.3215"
"8058","0.1414","0.1414","0.1414"
"8059","0.1414","0.1414","0.1414"
"8062","0.3375","0.3375","0.3375"
"8065","1.9973","1.9973","1.9973"
"8066","0.8531","0.8531","0.8531"
"8067","0.8531","0.8531","0.8531"
"8080","0.5703","0.5703","0.5703"
"8083","1.4363","1.4363","1.4363"
"8085","0.541","0.541","0.541"
"8091","0.6252","0.6252","0.6252"
"8092","0.0812","0.0812","0.0812"
"8094","0.5985","0.5985","0.5985"
"8096","0.1265","0.1265","0.1265"
"8099","0.3315","0.3315","0.3315"
"8100","0.3071","0.3071","0.3071"
"8101","0.3071","0.3071","0.3071"
"8102","0.7035","0.7035","0.7035"
"8108","0.1904","0.1904","0.1904"
"8113","0.5554","0.5554","0.5554"
"8125","0.4717","0.4717","0.4717"
"8135","1.5135","1.5135","1.5135"
"8140","0.3302","0.3302","0.3302"
"8144","0.531","0.531","0.531"
"8146","0.2479","0.2479","0.2479"
"8147","0.2479","0.2479","0.2479"
"8149","0.7591","0.7591","0.7591"
"8150","0.5406","0.5406","0.5406"
"8153","0.4579","0.4579","0.4579"
"8154","1.3872","1.3872","1.3872"
"8158","1.1748","1.1748","1.1748"
"8159","1.1748","1.1748","1.1748"
"8161","0.1646","0.1646","0.1646"
"8163","0.597","0.597","0.597"
"8171","0.4748","0.4748","0.4748"
"8172","0.5402","0.5402","0.5402"
"8179","0.8413","0.8413","0.8413"
"8182","0.1893","0.1893","0.1893"
"8183","0.1893","0.1893","0.1893"
"8184","0.5423","0.5423","0.5423"
"8186","0.9692","0.9692","0.9692"
"8187","0.9692","0.9692","0.9692"
"8189","0.5103","0.5103","0.5103"
"8194","0.2418","0.2418","0.2418"
"8195","0.2418","0.2418","0.2418"
"8198","1.0728","1.0728","1.0728"
"8199","1.0728","1.0728","1.0728"
"8201","0.7402","0.7402","0.7402"
"8210","1.0444","1.0444","1.0444"
"8213","0.6165","0.6165","0.6165"
"8214","0.7154","0.7154","0.7154"
"8216","0.7312","0.7312","0.7312"
"8217","0.7312","0.7312","0.7312"
"8221","1.123","1.123","1.123"
"8223","1.8","1.8","1.8"
"8230","1.7461","1.7461","1.7461"
"8232","0.8582","0.8582","0.8582"
"8233","0.8582","0.8582","0.8582"
"8238","0.8483","0.8483","0.8483"
"8239","0.8483","0.8483","0.8483"
"8247","0.72","0.72","0.72"
"8251","0.7462","0.7462","0.7462"
"8254","1.1053","1.1053","1.1053"
"8260","0.5546","0.5546","0.5546"
"8266","1.5094","1.5094","1.5094"
"8267","1.5094","1.5094","1.5094"
"8270","1.4663","1.4663","1.4663"
"8273","0.4145","0.4145","0.4145"
"8275","1.3814","1.3814","1.3814"
"8276","0.4146","0.4146","0.4146"
"8282","0.5781","0.5781","0.5781"
"8283","0.5781","0.5781","0.5781"
"8286","1.2765","1.2765","1.2765"
"8289","0.1508","0.1508","0.1508"
"8294","0.4154","0.4154","0.4154"
"8296","0.5074","0.5074","0.5074"
"8297","0.5074","0.5074","0.5074"
"8304","0.9769","0.9769","0.9769"
"8306","0.3551","0.3551","0.3551"
"8308","2.0355","2.0355","2.0355"
"8309","2.0355","2.0355","2.0355"
"8313","0.721","0.721","0.721"
"8314","1.0986","1.0986","1.0986"
"8331","0.4796","0.4796","0.4796"
"8339","0.6203","0.6203","0.6203"
"8342","1.1973","1.1973","1.1973"
"8344","0.3875","0.3875","0.3875"
"8352","2.315","2.315","2.315"
"8355","1.1165","1.1165","1.1165"
"8357","0.7961","0.7961","0.7961"
"8365","0.2767","0.2767","0.2767"
"8366","1.0807","1.0807","1.0807"
"8374","1.1837","1.1837","1.1837"
"8375","1.1837","1.1837","1.1837"
"8379","0.4115","0.4115","0.4115"
"8387","0.1239","0.1239","0.1239"
"8389","0.9946","0.9946","0.9946"
"8391","0.7297","0.7297","0.7297"
"8392","1.1415","1.1415","1.1415"
"8394","0.4567","0.4567","0.4567"
"8395","0.4567","0.4567","0.4567"
"8396","1.3121","1.3121","1.3121"
"8398","1.0596","1.0596","1.0596"
"8402","0.5594","0.5594","0.5594"
"8403","0.5594","0.5594","0.5594"
"8413","0.9239","0.9239","0.9239"
"8415","0.1134","0.1134","0.1134"
"8424","1.1471","1.1471","1.1471"
"8429","0.2038","0.2038","0.2038"
"8431","0.9027","0.9027","0.9027"
"8434","0.9189","0.9189","0.9189"
"8442","1.243","1.243","1.243"
"8446","0.2833","0.2833","0.2833"
"8450","0.1824","0.1824","0.1824"
"8451","0.1824","0.1824","0.1824"
"8457","1.9585","1.9585","1.9585"
"8460","1.0756","1.0756","1.0756"
"8461","1.0756","1.0756","1.0756"
"8465","0.305","0.305","0.305"
"8468","0.6264","0.6264","0.6264"
"8469","0.6264","0.6264","0.6264"
"8471","1.35","1.35","1.35"
"8484","0.0993","0.0993","0.0993"
"8490","0.5853","0.5853","0.5853"
"8496","0.9487","0.9487","0.9487"
"8497","0.9487","0.9487","0.9487"
"8500","1.1394","1.1394","1.1394"
"8510","0.8917","0.8917","0.8917"
"8511","0.8917","0.8917","0.8917"
"8512","0.4586","0.4586","0.4586"
"8514","0.5359","0.5359","0.5359"
"8516","0.1058","0.1058","0.1058"
"8522","0.8996","0.8996","0.8996"
"8524","1.7684","1.7684","1.7684"
"8525","1.7684","1.7684","1.7684"
"8526","1.1787","1.1787","1.1787"
"8530","0.118","0.118","0.118"
"8532","1.2201","1.2201","1.2201"
"8533","1.2201","1.2201","1.2201"
"8534","0.3446","0.3446","0.3446"
"8539","1.2245","1.2245","1.2245"
"8540","0.9541","0.9541","0.9541"
"8541","0.9541","0.9541","0.9541"
"8543","0.6604","0.6604","0.6604"
"8549","0.5063","0.5063","0.5063"
"8550","0.9833","0.9833","0.9833"
"8554","1.7425","1.7425","1.7425"
"8556","0.3981","0.3981","0.3981"
"8559","0.6423","0.6423","0.6423"
"8562","2.1191","2.1191","2.1191"
"8563","2.1191","2.1191","2.1191"
"8567","0.5635","0.5635","0.5635"
"8570","1.6682","1.6682","1.6682"
"8572","0.2328","0.2328","0.2328"
"8576","0.1675","0.1675","0.1675"
"8578","0.8848","0.8848","0.8848"
"8581","0.3968","0.3968","0.3968"
"8582","0.3895","0.3895","0.3895"
"8584","0.1929","0.1929","0.1929"
"8590","1.4266","1.4266","1.4266"
"8594","0.3991","0.3991","0.3991"
"8596","0.7083","0.7083","0.7083"
"8598","0.2331","0.2331","0.2331"
"8600","0.3317","0.3317","0.3317"
"8601","0.3317","0.3317","0.3317"
"8614","1.621","1.621","1.621"
"8617","0.644","0.644","0.644"
"8626","0.0927","0.0927","0.0927"
"8628","1.0805","1.0805","1.0805"
"8630","0.5446","0.5446","0.5446"
"8635","0.4064","0.4064","0.4064"
"8644","0.5097","0.5097","0.5097"
"8646","0.6439","0.6439","0.6439"
"8648","0.7085","0.7085","0.7085"
"8651","0.2293","0.2293","0.2293"
"8654","0.3185","0.3185","0.3185"
"8659","1.1597","1.1597","1.1597"
"8663","1.0524","1.0524","1.0524"
"8668","0.6474","0.6474","0.6474"
"8670","0.3685","0.3685","0.3685"
"8673","0.3131","0.3131","0.3131"
"8678","0.5648","0.5648","0.5648"
"8680","0.2751","0.2751","0.2751"
"8681","0.2751","0.2751","0.2751"
"8685","0.1094","0.1094","0.1094"
"8691","0.6587","0.6587","0.6587"
"8692","0.382","0.382","0.382"
"8694","0.2558","0.2558","0.2558"
"8697","1.8296","1.8296","1.8296"
"8706","0.999","0.999","0.999"
"8707","0.999","0.999","0.999"
"8709","0.3306","0.3306","0.3306"
"8711","0.7135","0.7135","0.7135"
"8713","0.6104","0.6104","0.6104"
"8714","0.5748","0.5748","0.5748"
"8719","1.0548","1.0548","1.0548"
"8720","1.7788","1.7788","1.7788"
"8722","0.3425","0.3425","0.3425"
"8723","0.3425","0.3425","0.3425"
"8725","2.1424","2.1424","2.1424"
"8729","1.2973","1.2973","1.2973"
"8734","0.4025","0.4025","0.4025"
"8735","0.4025","0.4025","0.4025"
"8736","0.0851","0.0851","0.0851"
"8743","1.8863","1.8863","1.8863"
"8749","0.2258","0.2258","0.2258"
"8753","0.2367","0.2367","0.2367"
"8754","0.4895","0.4895","0.4895"
"8755","0.4895","0.4895","0.4895"
"8756","0.4411","0.4411","0.4411"
"8757","0.4411","0.4411","0.4411"
"8759","0.0051","0.0051","0.0051"
"8764","0.094","0.094","0.094"
"8768","0.8187","0.8187","0.8187"
"8792","0.2064","0.2064","0.2064"
"8794","0.2507","0.2507","0.2507"
"8798","1.1449","1.1449","1.1449"
"8799","1.1449","1.1449","1.1449"
"8806","1.5883","1.5883","1.5883"
